TYPE,GENE,SAVG,SMED,SSTD,SMIN,SMAX
UCEs,chr13_2773_s,0.9571,1.0000,0.0789,0.7496,1.0000
UCEs,chr13_2790_s,0.8547,1.0000,0.2370,0.3613,1.0000
UCEs,chr13_2847_s,0.8718,1.0000,0.2753,0.1694,1.0000
UCEs,chr13_2870_s,0.8262,1.0000,0.3023,0.2129,1.0000
UCEs,chr13_2872_s,0.8851,1.0000,0.2565,0.1094,1.0000
UCEs,chr13_2875_s,0.7601,1.0000,0.3357,0.1109,1.0000
UCEs,chr13_2880_s,0.8984,0.9895,0.1585,0.5607,1.0000
UCEs,chr13_2897_s,0.7922,1.0000,0.3070,0.0285,1.0000
UCEs,chr13_2902_s,0.7924,0.9918,0.3277,0.0180,1.0000
UCEs,chr13_2983_s,0.8679,1.0000,0.2131,0.3478,1.0000
UCEs,chr13_3033_s,0.8634,0.9835,0.2354,0.2819,1.0000
UCEs,chr13_3036_s,0.8046,1.0000,0.2524,0.2984,1.0000
UCEs,chr13_3157_s,0.9106,1.0000,0.1784,0.5142,1.0000
UCEs,chr13_3183_s,0.7453,1.0000,0.3675,0.0375,1.0000
UCEs,chr13_3244_s,0.7203,0.9505,0.3385,0.0000,1.0000
UCEs,chr13_3264_s,0.8784,1.0000,0.2681,0.0555,1.0000
UCEs,chr13_3266_s,0.8028,0.9962,0.3318,0.2189,1.0000
UCEs,chr13_3270_s,0.8379,1.0000,0.2597,0.2174,1.0000
UCEs,chr13_3313_s,0.9201,1.0000,0.1895,0.3373,1.0000
UCEs,chr13_3315_s,0.8134,1.0000,0.3170,0.0945,1.0000
UCEs,chr13_3316_s,0.7996,0.9985,0.3190,0.0735,1.0000
UCEs,chr13_3317_s,0.7896,1.0000,0.3426,0.0015,1.0000
UCEs,chr13_3353_s,0.7363,1.0000,0.3659,0.0090,1.0000
UCEs,chr13_3357_s,0.8327,1.0000,0.3470,0.0300,1.0000
UCEs,chr13_3358_s,0.9155,1.0000,0.2381,0.1364,1.0000
UCEs,chr13_3367_s,0.8163,1.0000,0.2930,0.2819,1.0000
UCEs,chr13_3368_s,0.8736,1.0000,0.2988,0.0015,1.0000
UCEs,chr13_3370_s,0.7021,1.0000,0.3781,0.0000,1.0000
UCEs,chr13_3376_s,0.9445,1.0000,0.1790,0.3508,1.0000
UCEs,chr13_3390_s,0.7850,1.0000,0.3684,0.0030,1.0000
UCEs,chr13_3392_s,0.7919,1.0000,0.3758,0.0015,1.0000
UCEs,chr13_3396_s,0.8020,0.9992,0.3178,0.0015,1.0000
UCEs,chr13_3397_s,0.8546,1.0000,0.2430,0.2954,1.0000
UCEs,chr13_3400_s,0.8373,1.0000,0.2603,0.1514,1.0000
UCEs,chr13_3401_s,0.7945,1.0000,0.3327,0.0900,1.0000
UCEs,chr13_3405_s,0.7704,1.0000,0.3392,0.0000,1.0000
UCEs,chr13_3406_s,0.8464,1.0000,0.2245,0.3418,1.0000
UCEs,chr13_3409_s,0.7658,0.9970,0.3259,0.1184,1.0000
UCEs,chr13_3419_s,0.8593,1.0000,0.2482,0.1829,1.0000
UCEs,chr13_3423_s,0.8092,1.0000,0.3203,0.0810,1.0000
UCEs,chr13_3431_s,0.8392,1.0000,0.2968,0.0465,1.0000
UCEs,chr13_3433_s,0.8654,0.9985,0.2582,0.0660,1.0000
UCEs,chr13_3434_s,0.8461,1.0000,0.2978,0.0525,1.0000
UCEs,chr13_3437_s,0.9034,1.0000,0.2350,0.1784,1.0000
UCEs,chr13_3447_s,0.8668,1.0000,0.2971,0.1454,1.0000
UCEs,chr13_3452_s,0.9061,1.0000,0.1755,0.4753,1.0000
UCEs,chr13_3459_s,0.8577,1.0000,0.2730,0.1784,1.0000
UCEs,chr13_3464_s,0.8356,1.0000,0.2965,0.2114,1.0000
UCEs,chr13_3469_s,0.8291,1.0000,0.3280,0.1020,1.0000
UCEs,chr13_3475_s,0.8330,1.0000,0.2905,0.2564,1.0000
UCEs,chr13_3478_s,0.8978,0.9978,0.1955,0.4843,1.0000
UCEs,chr13_3480_s,0.8004,0.9978,0.3285,0.1184,1.0000
UCEs,chr13_3498_s,0.6598,0.9985,0.3913,0.0810,1.0000
UCEs,chr13_3501_s,0.9027,1.0000,0.1825,0.4483,1.0000
UCEs,chr13_3502_s,0.9167,1.0000,0.1584,0.4962,1.0000
UCEs,chr13_3504_s,0.7952,0.9910,0.3269,0.0300,1.0000
UCEs,chr13_3505_s,0.7965,1.0000,0.3091,0.1724,1.0000
UCEs,chr13_3517_s,0.8080,1.0000,0.2919,0.1754,1.0000
UCEs,chr13_3522_s,0.7355,1.0000,0.4034,0.0000,1.0000
UCEs,chr13_3524_s,0.8912,1.0000,0.2100,0.2984,1.0000
UCEs,chr13_3536_s,0.9240,1.0000,0.1581,0.4528,1.0000
UCEs,chr13_3566_s,0.9333,1.0000,0.1451,0.4798,1.0000
UCEs,chr13_3608_s,0.8930,1.0000,0.1722,0.5172,1.0000
UCEs,chr13_3609_s,0.6892,0.9100,0.4238,0.0000,1.0000
UCEs,chr13_3767_s,0.8356,1.0000,0.2267,0.4033,1.0000
UCEs,chr13_4095_s,0.8126,1.0000,0.3018,0.0600,1.0000
UCEs,chr13_433_s,0.7255,1.0000,0.4040,0.0015,1.0000
UCEs,chr13_4718_s,0.6752,0.9640,0.3951,0.0000,1.0000
UCEs,chr13_4905_s,0.8390,0.8936,0.1636,0.5202,1.0000
UCEs,chr13_5324_s,0.8444,0.9985,0.2294,0.4153,1.0000
UCEs,chr13_677_s,0.7964,1.0000,0.3704,0.0000,1.0000
UCEs,chr13_694_s,0.8150,0.9962,0.3075,0.0900,1.0000
UCEs,chr13_714_s,0.8481,1.0000,0.3084,0.1169,1.0000
UCEs,chr13_720_s,0.8701,1.0000,0.2090,0.3823,1.0000
UCEs,chr13_723_s,0.8243,1.0000,0.2913,0.1334,1.0000
UCEs,chr13_726_s,0.8126,1.0000,0.3304,0.0000,1.0000
UCEs,chr13_727_s,0.9120,1.0000,0.1596,0.5082,1.0000
UCEs,chr13_729_s,0.8659,1.0000,0.2369,0.3373,1.0000
UCEs,chr14_1280_s,0.8388,1.0000,0.2385,0.3568,1.0000
UCEs,chr14_2043_s,0.8495,1.0000,0.2416,0.4183,1.0000
UCEs,chr14_3633_s,0.8190,1.0000,0.3185,0.0120,1.0000
UCEs,chr14_3639_s,0.7931,1.0000,0.3397,0.0900,1.0000
UCEs,chr14_3662_s,0.8326,1.0000,0.3467,0.0000,1.0000
UCEs,chr14_3697_s,0.7759,1.0000,0.3127,0.0750,1.0000
UCEs,chr14_3700_s,0.6499,1.0000,0.4263,0.0000,1.0000
UCEs,chr14_3716_s,0.7822,1.0000,0.3446,0.1050,1.0000
UCEs,chr14_3723_s,0.7102,1.0000,0.3815,0.1544,1.0000
UCEs,chr14_3725_s,0.8037,1.0000,0.2840,0.1394,1.0000
UCEs,chr14_3733_s,0.8934,1.0000,0.2416,0.1799,1.0000
UCEs,chr14_3748_s,0.6408,0.9663,0.4536,0.0000,1.0000
UCEs,chr14_3772_s,0.8492,0.9685,0.2741,0.0195,1.0000
UCEs,chr14_3775_s,0.8266,1.0000,0.3070,0.0015,1.0000
UCEs,chr14_3790_s,0.7192,0.9820,0.3836,0.0000,1.0000
UCEs,chr14_3795_s,0.8738,1.0000,0.2525,0.2474,1.0000
UCEs,chr14_3806_s,0.8401,1.0000,0.2848,0.0855,1.0000
UCEs,chr14_3812_s,0.8506,1.0000,0.3108,0.1199,1.0000
UCEs,chr14_3821_s,0.7740,1.0000,0.3647,0.0900,1.0000
UCEs,chr14_3827_s,0.8035,1.0000,0.3281,0.1034,1.0000
UCEs,chr14_3831_s,0.8517,1.0000,0.2953,0.0450,1.0000
UCEs,chr14_3832_s,0.7305,0.9985,0.3304,0.0585,1.0000
UCEs,chr14_3835_s,0.8939,1.0000,0.2195,0.2639,1.0000
UCEs,chr14_3836_s,0.8310,1.0000,0.2985,0.0690,1.0000
UCEs,chr14_3837_s,0.8849,1.0000,0.2644,0.0420,1.0000
UCEs,chr14_3843_s,0.7439,0.8996,0.3073,0.1169,1.0000
UCEs,chr14_3850_s,0.8368,0.9985,0.2756,0.2849,1.0000
UCEs,chr14_3851_s,0.7784,1.0000,0.3237,0.0015,1.0000
UCEs,chr14_3857_s,0.8105,1.0000,0.3156,0.1274,1.0000
UCEs,chr14_3859_s,0.8950,1.0000,0.1916,0.4183,1.0000
UCEs,chr14_3865_s,0.6703,0.9985,0.4398,0.0000,1.0000
UCEs,chr14_3881_s,0.8293,1.0000,0.3044,0.0105,1.0000
UCEs,chr14_3889_s,0.9578,1.0000,0.0783,0.7391,1.0000
UCEs,chr14_3893_s,0.7721,1.0000,0.3986,0.0000,1.0000
UCEs,chr14_3901_s,0.6864,1.0000,0.3943,0.0090,1.0000
UCEs,chr14_3912_s,0.8183,1.0000,0.3018,0.1979,1.0000
UCEs,chr14_3921_s,0.7762,0.9985,0.3330,0.1769,1.0000
UCEs,chr14_3937_s,0.8170,0.9790,0.2589,0.2564,1.0000
UCEs,chr14_3950_s,0.8045,1.0000,0.3372,0.1409,1.0000
UCEs,chr14_3954_s,0.8906,0.9970,0.1500,0.6552,1.0000
UCEs,chr14_3963_s,0.9077,1.0000,0.2203,0.2399,1.0000
UCEs,chr14_3967_s,0.9298,1.0000,0.1422,0.5052,1.0000
UCEs,chr14_3970_s,0.8082,1.0000,0.3006,0.1829,1.0000
UCEs,chr14_3988_s,0.8095,0.9992,0.2638,0.2579,1.0000
UCEs,chr14_3991_s,0.8290,0.9670,0.2746,0.1829,1.0000
UCEs,chr14_3995_s,0.8133,0.9880,0.3155,0.0000,1.0000
UCEs,chr14_4012_s,0.8107,0.9558,0.2554,0.2069,1.0000
UCEs,chr14_4018_s,0.8438,1.0000,0.2921,0.0990,1.0000
UCEs,chr14_4020_s,0.8208,1.0000,0.3286,0.0735,1.0000
UCEs,chr14_4027_s,0.7368,1.0000,0.3566,0.0810,1.0000
UCEs,chr14_4040_s,0.9080,1.0000,0.2572,0.0974,1.0000
UCEs,chr14_4046_s,0.7956,0.9745,0.2855,0.2968,1.0000
UCEs,chr14_4055_s,0.8974,1.0000,0.2184,0.3148,1.0000
UCEs,chr14_4076_s,0.9513,1.0000,0.1054,0.6312,1.0000
UCEs,chr14_4078_s,0.9022,1.0000,0.1978,0.3298,1.0000
UCEs,chr14_4079_s,0.7817,1.0000,0.3274,0.1080,1.0000
UCEs,chr14_4108_s,0.8918,0.9978,0.1820,0.4573,1.0000
UCEs,chr14_4113_s,0.8694,1.0000,0.2640,0.2204,1.0000
UCEs,chr14_4115_s,0.8325,1.0000,0.2875,0.1020,1.0000
UCEs,chr14_4118_s,0.8471,0.9865,0.3057,0.0000,1.0000
UCEs,chr14_4127_s,0.8726,1.0000,0.2642,0.1739,1.0000
UCEs,chr14_4145_s,0.8535,0.9655,0.2042,0.3523,1.0000
UCEs,chr14_4151_s,0.7649,0.9850,0.3166,0.0990,1.0000
UCEs,chr14_4157_s,0.8368,1.0000,0.2749,0.2129,1.0000
UCEs,chr14_4167_s,0.8281,1.0000,0.2756,0.2864,1.0000
UCEs,chr14_4169_s,0.8403,1.0000,0.3238,0.0015,1.0000
UCEs,chr14_4170_s,0.8163,1.0000,0.3699,0.0045,1.0000
UCEs,chr14_4176_s,0.8806,1.0000,0.2424,0.3253,1.0000
UCEs,chr14_4180_s,0.7947,0.9932,0.3380,0.0150,1.0000
UCEs,chr14_4181_s,0.8225,1.0000,0.2903,0.0750,1.0000
UCEs,chr14_4185_s,0.8230,0.9970,0.3122,0.0195,1.0000
UCEs,chr14_4187_s,0.7825,1.0000,0.2886,0.2114,1.0000
UCEs,chr14_4210_s,0.8137,0.9948,0.3146,0.0090,1.0000
UCEs,chr14_707_s,0.8779,0.9948,0.2306,0.1784,1.0000
UCEs,chr14_713_s,0.8691,1.0000,0.2388,0.3058,1.0000
UCEs,chr14_724_s,0.9881,1.0000,0.0220,0.9235,1.0000
UCEs,chr14_742_s,0.8492,1.0000,0.3066,0.0000,1.0000
UCEs,chr14_749_s,0.7670,0.9985,0.3573,0.0435,1.0000
UCEs,chr15_167_s,0.9398,1.0000,0.1082,0.6956,1.0000
UCEs,chr15_2197_s,0.8990,1.0000,0.2069,0.3148,1.0000
UCEs,chr15_4167_s,0.8671,1.0000,0.2639,0.0900,1.0000
UCEs,chr15_4186_s,0.9609,1.0000,0.0712,0.8111,1.0000
UCEs,chr15_4242_s,0.7992,0.9843,0.3069,0.0060,1.0000
UCEs,chr15_4268_s,0.8092,1.0000,0.3206,0.1334,1.0000
UCEs,chr15_4276_s,0.7656,0.9415,0.3137,0.0240,1.0000
UCEs,chr15_4284_s,0.7675,0.9962,0.3695,0.0405,1.0000
UCEs,chr15_4290_s,0.7569,1.0000,0.3680,0.0015,1.0000
UCEs,chr15_4293_s,0.7892,1.0000,0.3310,0.0015,1.0000
UCEs,chr15_4308_s,0.9209,1.0000,0.1351,0.6282,1.0000
UCEs,chr15_4310_s,0.8895,1.0000,0.2335,0.2639,1.0000
UCEs,chr15_4314_s,0.8007,1.0000,0.2818,0.2984,1.0000
UCEs,chr15_4318_s,0.8847,1.0000,0.1823,0.4962,1.0000
UCEs,chr15_4319_s,0.8419,1.0000,0.3234,0.0015,1.0000
UCEs,chr15_4335_s,0.8242,0.9745,0.2722,0.0990,1.0000
UCEs,chr15_4344_s,0.7691,0.9978,0.3292,0.1874,1.0000
UCEs,chr15_4349_s,0.8844,1.0000,0.2584,0.0780,1.0000
UCEs,chr15_4352_s,0.8732,1.0000,0.2807,0.0000,1.0000
UCEs,chr15_4357_s,0.7881,1.0000,0.3127,0.1349,1.0000
UCEs,chr15_4365_s,0.7802,0.9273,0.2989,0.1574,1.0000
UCEs,chr15_4366_s,0.7498,1.0000,0.3665,0.0465,1.0000
UCEs,chr15_4367_s,0.7890,1.0000,0.3432,0.0885,1.0000
UCEs,chr15_4373_s,0.8365,1.0000,0.3574,0.0210,1.0000
UCEs,chr15_4380_s,0.8277,1.0000,0.2497,0.2954,1.0000
UCEs,chr15_4399_s,0.8932,1.0000,0.2472,0.1634,1.0000
UCEs,chr15_4406_s,0.8279,1.0000,0.3120,0.0000,1.0000
UCEs,chr15_4431_s,0.9562,1.0000,0.1301,0.5262,1.0000
UCEs,chr15_4432_s,0.8596,1.0000,0.2844,0.2369,1.0000
UCEs,chr15_4433_s,0.7788,1.0000,0.3315,0.0615,1.0000
UCEs,chr15_4435_s,0.8460,1.0000,0.2502,0.3058,1.0000
UCEs,chr15_4436_s,0.9159,1.0000,0.1108,0.7046,1.0000
UCEs,chr15_4447_s,0.8436,0.9888,0.2417,0.3148,1.0000
UCEs,chr15_4464_s,0.8888,1.0000,0.2572,0.0870,1.0000
UCEs,chr15_4466_s,0.9756,1.0000,0.0616,0.7826,1.0000
UCEs,chr15_4477_s,0.8427,1.0000,0.2858,0.1979,1.0000
UCEs,chr15_4487_s,0.9120,0.9978,0.2100,0.2879,1.0000
UCEs,chr15_4488_s,0.9302,1.0000,0.2271,0.1769,1.0000
UCEs,chr15_4489_s,0.8514,0.9880,0.2245,0.2579,1.0000
UCEs,chr15_4490_s,0.8661,1.0000,0.2817,0.0030,1.0000
UCEs,chr15_4491_s,0.8582,1.0000,0.2040,0.4183,1.0000
UCEs,chr15_4511_s,0.7661,0.9460,0.3043,0.1184,1.0000
UCEs,chr15_4514_s,0.7669,0.9723,0.3164,0.0075,1.0000
UCEs,chr15_4516_s,0.8896,1.0000,0.2193,0.3044,1.0000
UCEs,chr15_4551_s,0.6986,1.0000,0.4288,0.0015,1.0000
UCEs,chr15_4567_s,0.9110,1.0000,0.1953,0.3208,1.0000
UCEs,chr15_4573_s,0.8103,1.0000,0.3270,0.1499,1.0000
UCEs,chr15_4578_s,0.8497,1.0000,0.2950,0.0015,1.0000
UCEs,chr15_4628_s,0.9263,1.0000,0.2066,0.2474,1.0000
UCEs,chr15_4649_s,0.8058,0.9790,0.3145,0.0015,1.0000
UCEs,chr15_4680_s,0.7871,1.0000,0.3309,0.1694,1.0000
UCEs,chr15_4687_s,0.7609,0.9723,0.3474,-0.0045,1.0000
UCEs,chr15_4690_s,0.8838,1.0000,0.2440,0.2489,1.0000
UCEs,chr15_4691_s,0.9083,1.0000,0.1539,0.5982,1.0000
UCEs,chr15_4696_s,0.9395,1.0000,0.1956,0.2908,1.0000
UCEs,chr15_4699_s,0.8527,1.0000,0.2334,0.3613,1.0000
UCEs,chr15_4702_s,0.8315,1.0000,0.2773,0.1754,1.0000
UCEs,chr15_4710_s,0.7751,0.9940,0.3218,0.0360,1.0000
UCEs,chr15_4712_s,0.7781,0.9992,0.3396,0.1904,1.0000
UCEs,chr15_4719_s,0.9080,1.0000,0.1944,0.4468,1.0000
UCEs,chr15_4729_s,0.8266,1.0000,0.2719,0.2219,1.0000
UCEs,chr15_4745_s,0.8865,1.0000,0.2601,0.1094,1.0000
UCEs,chr15_4747_s,0.8556,0.9970,0.2827,0.0015,1.0000
UCEs,chr15_4752_s,0.9019,1.0000,0.1989,0.3718,1.0000
UCEs,chr15_4762_s,0.8381,1.0000,0.2674,0.1709,1.0000
UCEs,chr15_4765_s,0.8874,1.0000,0.2618,0.1034,1.0000
UCEs,chr15_4768_s,0.7439,1.0000,0.3709,0.0135,1.0000
UCEs,chr15_632_s,0.8849,1.0000,0.1639,0.6057,1.0000
UCEs,chr15_648_s,0.9149,1.0000,0.2412,0.1184,1.0000
UCEs,chr15_669_s,0.8956,1.0000,0.2660,0.0720,1.0000
UCEs,chr15_671_s,0.8453,1.0000,0.2726,0.0405,1.0000
UCEs,chr15_680_s,0.7779,1.0000,0.3257,0.1844,1.0000
UCEs,chr15_687_s,0.8647,1.0000,0.2259,0.3358,1.0000
UCEs,chr15_688_s,0.8423,1.0000,0.2434,0.2819,1.0000
UCEs,chr15_695_s,0.7697,1.0000,0.3439,0.0795,1.0000
UCEs,chr15_702_s,0.7956,1.0000,0.3118,0.1769,1.0000
UCEs,chr15_704_s,0.7861,1.0000,0.3174,0.1724,1.0000
UCEs,chr15_709_s,0.8788,1.0000,0.2764,0.0015,1.0000
UCEs,chr16_4819_s,0.8397,1.0000,0.2652,0.1664,1.0000
UCEs,chr16_4824_s,0.8639,1.0000,0.3024,0.0570,1.0000
UCEs,chr16_4832_s,0.8397,0.9985,0.3254,0.0000,1.0000
UCEs,chr16_4864_s,0.7949,0.9970,0.3293,0.1739,1.0000
UCEs,chr16_4892_s,0.8333,1.0000,0.2857,0.2219,1.0000
UCEs,chr16_4897_s,0.8832,1.0000,0.1941,0.4558,1.0000
UCEs,chr16_4907_s,0.8913,1.0000,0.1981,0.4138,1.0000
UCEs,chr16_4913_s,0.7361,0.9865,0.3544,0.1094,1.0000
UCEs,chr16_4918_s,0.8018,0.9828,0.3281,0.0435,1.0000
UCEs,chr16_4923_s,0.8618,1.0000,0.2899,0.0075,1.0000
UCEs,chr16_4945_s,0.8156,0.9865,0.3216,0.0015,1.0000
UCEs,chr16_4957_s,0.8716,1.0000,0.2893,0.0510,1.0000
UCEs,chr16_4959_s,0.8196,1.0000,0.3254,0.0795,1.0000
UCEs,chr16_4961_s,0.8871,1.0000,0.2329,0.2489,1.0000
UCEs,chr16_4963_s,0.7444,1.0000,0.3582,0.0045,1.0000
UCEs,chr16_4978_s,0.8626,1.0000,0.2795,0.0285,1.0000
UCEs,chr16_4983_s,0.9102,1.0000,0.2038,0.2504,1.0000
UCEs,chr16_4987_s,0.8731,1.0000,0.2248,0.1919,1.0000
UCEs,chr16_4989_s,0.8511,1.0000,0.2692,0.0930,1.0000
UCEs,chr16_4990_s,0.8613,0.9970,0.2020,0.3538,1.0000
UCEs,chr16_4991_s,0.7953,1.0000,0.3529,0.0375,1.0000
UCEs,chr16_4992_s,0.9218,1.0000,0.1343,0.6432,1.0000
UCEs,chr16_5003_s,0.9264,1.0000,0.1746,0.4093,1.0000
UCEs,chr16_5009_s,0.9120,0.9970,0.1370,0.6342,1.0000
UCEs,chr16_5012_s,0.7581,1.0000,0.3559,0.0000,1.0000
UCEs,chr16_5014_s,0.8551,0.9992,0.2783,0.0015,1.0000
UCEs,chr16_5024_s,0.9106,1.0000,0.1221,0.7002,1.0000
UCEs,chr16_5031_s,0.8980,1.0000,0.1993,0.3808,1.0000
UCEs,chr16_5044_s,0.8724,1.0000,0.2032,0.4303,1.0000
UCEs,chr16_5046_s,0.8539,1.0000,0.2487,0.2864,1.0000
UCEs,chr16_5059_s,0.9017,1.0000,0.1778,0.4198,1.0000
UCEs,chr16_5060_s,0.8157,0.9985,0.3035,0.1784,1.0000
UCEs,chr16_5072_s,0.8116,1.0000,0.2870,0.2039,1.0000
UCEs,chr16_5085_s,0.7892,1.0000,0.3565,0.0315,1.0000
UCEs,chr16_5091_s,0.8128,0.9962,0.3426,0.0165,1.0000
UCEs,chr16_5112_s,0.8531,0.9865,0.2902,0.0555,1.0000
UCEs,chr16_5115_s,0.8246,1.0000,0.3696,0.0000,1.0000
UCEs,chr16_5120_s,0.7555,1.0000,0.3674,0.0360,1.0000
UCEs,chr16_5130_s,0.9504,1.0000,0.1494,0.4783,1.0000
UCEs,chr16_5131_s,0.9282,1.0000,0.2159,0.2459,1.0000
UCEs,chr16_5133_s,0.7972,0.9850,0.2635,0.3823,1.0000
UCEs,chr16_5140_s,0.8570,1.0000,0.2652,0.1349,1.0000
UCEs,chr16_5164_s,0.8942,1.0000,0.2341,0.1679,1.0000
UCEs,chr16_5166_s,0.9177,1.0000,0.1983,0.3253,1.0000
UCEs,chr16_5171_s,0.9314,1.0000,0.1215,0.6387,1.0000
UCEs,chr16_5173_s,0.8751,0.9992,0.2740,0.0045,1.0000
UCEs,chr16_5175_s,0.6960,0.9453,0.3450,0.1799,1.0000
UCEs,chr16_5178_s,0.9125,1.0000,0.2692,0.0615,1.0000
UCEs,chr16_5182_s,0.8200,1.0000,0.3667,0.0000,1.0000
UCEs,chr16_5184_s,0.9186,1.0000,0.2517,0.1229,1.0000
UCEs,chr16_5202_s,0.8690,1.0000,0.2743,0.2444,1.0000
UCEs,chr16_5207_s,0.8777,1.0000,0.2516,0.1394,1.0000
UCEs,chr17_1123_s,0.8006,1.0000,0.3449,0.0075,1.0000
UCEs,chr17_1131_s,0.9249,1.0000,0.2124,0.2309,1.0000
UCEs,chr17_1336_s,0.9031,1.0000,0.1901,0.3673,1.0000
UCEs,chr17_2784_s,0.8002,1.0000,0.3416,0.0000,1.0000
UCEs,chr17_2952_s,0.8054,1.0000,0.3151,0.1004,1.0000
UCEs,chr17_2963_s,0.9107,1.0000,0.1837,0.4363,1.0000
UCEs,chr17_2984_s,0.8299,0.9985,0.2895,0.1244,1.0000
UCEs,chr17_2999_s,0.8726,1.0000,0.2439,0.2369,1.0000
UCEs,chr17_3001_s,0.9312,1.0000,0.1853,0.3523,1.0000
UCEs,chr17_3021_s,0.8743,0.9985,0.2413,0.3643,1.0000
UCEs,chr17_3028_s,0.9444,1.0000,0.1012,0.6867,1.0000
UCEs,chr17_3082_s,0.9249,1.0000,0.2369,0.1394,1.0000
UCEs,chr17_5256_s,0.8356,1.0000,0.3401,0.0435,1.0000
UCEs,chr17_5257_s,0.8743,1.0000,0.2387,0.3208,1.0000
UCEs,chr17_5319_s,0.8387,1.0000,0.2467,0.3193,1.0000
UCEs,chr17_5336_s,0.8958,1.0000,0.2052,0.3658,1.0000
UCEs,chr17_5348_s,0.8217,1.0000,0.3024,0.0000,1.0000
UCEs,chr17_5361_s,0.9562,1.0000,0.1053,0.6297,1.0000
UCEs,chr17_5382_s,0.8030,1.0000,0.2865,0.2204,1.0000
UCEs,chr17_5392_s,0.8419,1.0000,0.2600,0.3044,1.0000
UCEs,chr17_5393_s,0.8132,1.0000,0.3263,0.0030,1.0000
UCEs,chr17_5599_s,0.8817,0.9985,0.1830,0.4423,1.0000
UCEs,chr17_5620_s,0.9124,1.0000,0.2030,0.2908,1.0000
UCEs,chr17_5648_s,0.7350,0.9910,0.4013,0.0015,1.0000
UCEs,chr17_779_s,0.8826,1.0000,0.2530,0.1020,1.0000
UCEs,chr17_929_s,0.7722,1.0000,0.3472,0.0240,1.0000
UCEs,chr18_1422_s,0.7664,1.0000,0.3209,0.0390,1.0000
UCEs,chr18_1425_s,0.8597,1.0000,0.2721,0.1094,1.0000
UCEs,chr18_1508_s,0.7559,0.9865,0.3447,0.1904,1.0000
UCEs,chr18_1904_s,0.8682,1.0000,0.2797,0.0450,1.0000
UCEs,chr18_2525_s,0.7340,0.9873,0.3328,0.0015,1.0000
UCEs,chr18_2530_s,0.8678,0.9985,0.2816,0.0000,1.0000
UCEs,chr18_2789_s,0.8474,1.0000,0.2645,0.1709,1.0000
UCEs,chr18_3119_s,0.9079,1.0000,0.2226,0.2324,1.0000
UCEs,chr18_3123_s,0.8352,1.0000,0.3029,0.0015,1.0000
UCEs,chr18_3183_s,0.8708,1.0000,0.2451,0.2069,1.0000
UCEs,chr18_3187_s,0.8420,1.0000,0.2732,0.1559,1.0000
UCEs,chr18_3195_s,0.8146,1.0000,0.3395,0.0285,1.0000
UCEs,chr18_3204_s,0.8823,1.0000,0.2401,0.1934,1.0000
UCEs,chr18_3214_s,0.9173,1.0000,0.1616,0.4633,1.0000
UCEs,chr18_5707_s,0.7506,0.9153,0.3470,0.0000,1.0000
UCEs,chr18_5709_s,0.6919,0.9992,0.4310,0.0030,1.0000
UCEs,chr18_5711_s,0.8424,0.9873,0.2724,0.1379,1.0000
UCEs,chr18_5713_s,0.7874,1.0000,0.3484,0.0735,1.0000
UCEs,chr18_5716_s,0.8180,1.0000,0.3286,0.0000,1.0000
UCEs,chr18_5723_s,0.8398,1.0000,0.3059,0.0510,1.0000
UCEs,chr18_5739_s,0.9127,1.0000,0.1622,0.5022,1.0000
UCEs,chr18_5747_s,0.7872,1.0000,0.3524,0.0465,1.0000
UCEs,chr18_5753_s,0.8030,0.9932,0.3237,0.1184,1.0000
UCEs,chr18_5769_s,0.7849,1.0000,0.3533,0.0495,1.0000
UCEs,chr18_5770_s,0.8344,1.0000,0.3413,0.0959,1.0000
UCEs,chr18_5772_s,0.9493,0.9992,0.0967,0.6807,1.0000
UCEs,chr18_5780_s,0.8818,1.0000,0.2199,0.3628,1.0000
UCEs,chr18_5783_s,0.8873,1.0000,0.2447,0.1574,1.0000
UCEs,chr18_5788_s,0.8626,0.9932,0.2682,0.0345,1.0000
UCEs,chr18_5794_s,0.9006,1.0000,0.2330,0.1634,1.0000
UCEs,chr18_5807_s,0.7476,1.0000,0.3761,0.0165,1.0000
UCEs,chr18_5902_s,0.7646,1.0000,0.3682,0.0630,1.0000
UCEs,chr18_6048_s,0.8086,0.9978,0.3377,0.0630,1.0000
UCEs,chr18_6051_s,0.8122,1.0000,0.2960,0.1604,1.0000
UCEs,chr18_6055_s,0.7682,1.0000,0.2924,0.1454,1.0000
UCEs,chr18_6058_s,0.8155,1.0000,0.3164,0.0675,1.0000
UCEs,chr18_6062_s,0.8739,1.0000,0.2761,0.1619,1.0000
UCEs,chr18_6063_s,0.8587,0.9985,0.1752,0.4663,1.0000
UCEs,chr18_6066_s,0.9084,1.0000,0.1616,0.5547,1.0000
UCEs,chr18_6071_s,0.8106,1.0000,0.3032,0.0030,1.0000
UCEs,chr18_6073_s,0.8719,1.0000,0.2829,0.0660,1.0000
UCEs,chr18_6086_s,0.8226,0.9985,0.3669,0.0015,1.0000
UCEs,chr18_6088_s,0.8080,1.0000,0.3810,0.0000,1.0000
UCEs,chr18_6106_s,0.8722,1.0000,0.2493,0.1109,1.0000
UCEs,chr18_6108_s,0.7666,1.0000,0.3857,0.0180,1.0000
UCEs,chr19_2207_s,0.8986,1.0000,0.1785,0.4048,1.0000
