TYPE,GENE,NTAX,ALEN,NPIP,NTAX_nogallus,ALEN_nogallus,NPIP_nogallus
CNEEs,mCE1199716,15,341,46,14,341,43
CNEEs,mCE1201240,15,337,25,14,337,23
CNEEs,mCE1201854,15,461,23,14,461,23
CNEEs,mCE1202215,15,269,23,14,269,20
CNEEs,mCE1202255,15,336,11,14,336,8
CNEEs,mCE1204332,15,300,11,14,300,11
CNEEs,mCE1205333,15,536,23,14,536,21
CNEEs,mCE1205363,15,476,34,14,476,28
CNEEs,mCE1205377,15,275,21,14,275,20
CNEEs,mCE1205609,15,271,27,14,271,23
CNEEs,mCE1205620,15,439,17,14,439,14
CNEEs,mCE1205679,15,569,17,14,569,15
CNEEs,mCE1205683,15,273,22,14,273,22
CNEEs,mCE12057,14,491,41,13,491,40
CNEEs,mCE1205766,15,362,21,14,362,18
CNEEs,mCE1205769,15,324,16,14,324,16
CNEEs,mCE1205771,14,290,10,13,290,9
CNEEs,mCE1205797,15,389,13,14,389,12
CNEEs,mCE1205838,15,372,20,14,372,17
CNEEs,mCE1205848,15,306,19,14,306,16
CNEEs,mCE1205869,15,289,11,14,289,11
CNEEs,mCE1205898,15,287,8,14,287,8
CNEEs,mCE1205913,15,544,32,14,544,25
CNEEs,mCE1205931,15,409,28,14,409,25
CNEEs,mCE1206018,14,528,32,13,528,29
CNEEs,mCE1206080,14,257,21,13,257,19
CNEEs,mCE1206087,15,376,6,14,376,6
CNEEs,mCE1206108,15,566,22,14,566,21
CNEEs,mCE1206138,14,264,7,13,264,5
CNEEs,mCE1206143,15,410,25,14,410,23
CNEEs,mCE1206206,15,284,19,14,284,19
CNEEs,mCE1206235,15,389,43,14,389,43
CNEEs,mCE1206289,15,356,22,14,356,21
CNEEs,mCE1206292,15,292,8,14,292,7
CNEEs,mCE1206323,15,289,15,14,289,14
CNEEs,mCE1206363,15,304,18,14,304,16
CNEEs,mCE1206372,15,327,12,14,327,11
CNEEs,mCE1206394,15,310,19,14,310,17
CNEEs,mCE1206407,15,287,16,14,287,13
CNEEs,mCE1206625,15,404,37,14,404,35
CNEEs,mCE1206637,15,349,20,14,349,20
CNEEs,mCE1206655,15,327,32,14,327,32
CNEEs,mCE1206803,15,393,9,14,393,8
CNEEs,mCE1206894,15,425,67,14,425,64
CNEEs,mCE1206953,15,263,11,14,263,10
CNEEs,mCE1207949,15,397,17,14,397,14
CNEEs,mCE1207970,15,285,18,14,285,16
CNEEs,mCE1207997,15,363,28,14,363,26
CNEEs,mCE1208182,15,403,25,14,403,24
CNEEs,mCE1210597,15,290,12,14,290,9
CNEEs,mCE1210612,15,264,10,14,264,8
CNEEs,mCE1210676,15,317,11,14,317,11
CNEEs,mCE1210737,15,299,17,14,299,17
CNEEs,mCE1210744,15,324,27,14,324,24
CNEEs,mCE1210756,15,280,30,14,280,28
CNEEs,mCE1210794,15,294,22,14,294,20
CNEEs,mCE1210835,15,443,36,14,443,35
CNEEs,mCE1211014,15,491,23,14,491,22
CNEEs,mCE1211020,15,304,29,14,304,29
CNEEs,mCE1211121,15,284,16,14,284,13
CNEEs,mCE1211238,15,304,16,14,304,13
CNEEs,mCE121132,15,281,9,14,281,8
CNEEs,mCE1212109,15,301,18,14,301,17
CNEEs,mCE1212114,15,276,20,14,276,17
CNEEs,mCE1212153,15,268,15,14,268,11
CNEEs,mCE1212161,15,316,15,14,316,14
CNEEs,mCE1212241,15,254,10,14,254,9
CNEEs,mCE1213297,14,293,20,13,293,19
CNEEs,mCE1213331,15,255,6,14,255,6
CNEEs,mCE1213372,15,258,27,14,258,27
CNEEs,mCE1213377,15,288,6,14,288,6
CNEEs,mCE1213490,15,454,3,14,454,2
CNEEs,mCE1214716,14,259,12,13,259,11
CNEEs,mCE12148,15,340,9,14,340,6
CNEEs,mCE1214996,14,286,29,13,286,29
CNEEs,mCE1215048,15,294,12,14,294,11
CNEEs,mCE1215309,15,323,35,14,323,35
CNEEs,mCE12156,15,416,28,14,416,25
CNEEs,mCE1216534,15,304,26,14,304,22
CNEEs,mCE1216537,15,348,17,14,348,17
CNEEs,mCE1216628,14,293,20,13,293,18
CNEEs,mCE1216650,15,294,26,14,294,24
CNEEs,mCE1216858,15,865,67,14,865,63
CNEEs,mCE1217420,15,383,19,14,383,16
CNEEs,mCE1217429,15,370,14,14,370,14
CNEEs,mCE1217445,15,485,13,14,485,12
CNEEs,mCE1217503,15,515,55,14,515,53
CNEEs,mCE1217517,15,346,32,14,346,30
CNEEs,mCE121818,15,657,32,14,657,29
CNEEs,mCE1218193,15,366,23,14,366,22
CNEEs,mCE1218231,15,358,15,14,358,14
CNEEs,mCE1218265,15,251,6,14,251,5
CNEEs,mCE1218294,14,445,35,13,445,31
CNEEs,mCE1218297,14,356,8,13,356,6
CNEEs,mCE1218300,14,665,14,13,665,10
CNEEs,mCE1218324,15,713,31,14,713,28
CNEEs,mCE1218706,14,395,18,13,395,16
CNEEs,mCE1218720,15,340,11,14,340,10
CNEEs,mCE1218750,15,285,15,14,285,14
CNEEs,mCE1218771,15,282,17,14,282,14
CNEEs,mCE1218837,15,379,13,14,379,12
CNEEs,mCE1218926,15,405,16,14,405,13
CNEEs,mCE1218955,15,409,37,14,409,36
CNEEs,mCE1218965,15,251,14,14,251,14
CNEEs,mCE1218977,15,396,26,14,396,23
CNEEs,mCE1218996,15,322,8,14,322,8
CNEEs,mCE1218998,14,263,10,13,263,9
CNEEs,mCE1219023,15,259,10,14,259,8
CNEEs,mCE1219079,15,390,12,14,390,12
CNEEs,mCE1219087,15,354,40,14,354,33
CNEEs,mCE1219154,15,362,16,14,362,14
CNEEs,mCE1219207,14,359,47,13,359,47
CNEEs,mCE1219212,15,299,17,14,299,15
CNEEs,mCE1219256,15,666,9,14,666,9
CNEEs,mCE1219269,15,318,27,14,318,24
CNEEs,mCE1219315,15,518,18,14,518,17
CNEEs,mCE1219334,15,387,14,14,387,13
CNEEs,mCE1219384,15,296,21,14,296,20
CNEEs,mCE1219405,15,368,13,14,368,13
CNEEs,mCE1219412,15,444,24,14,444,21
CNEEs,mCE1219420,15,580,30,14,580,29
CNEEs,mCE1219430,15,653,16,14,653,14
CNEEs,mCE1219442,15,394,19,14,394,17
CNEEs,mCE1219479,15,282,14,14,282,13
CNEEs,mCE1219482,15,716,16,14,716,16
CNEEs,mCE1219498,14,281,22,13,281,22
CNEEs,mCE1219562,15,621,9,14,621,8
CNEEs,mCE1219564,15,373,19,14,373,18
CNEEs,mCE1219568,15,380,14,14,380,13
CNEEs,mCE1219590,14,424,8,13,424,8
CNEEs,mCE1219634,14,312,10,13,312,10
CNEEs,mCE1219677,15,305,27,14,305,27
CNEEs,mCE1219700,15,306,22,14,306,20
CNEEs,mCE1219707,15,972,32,14,972,30
CNEEs,mCE1219717,15,587,21,14,587,21
CNEEs,mCE1219721,14,254,10,13,254,9
CNEEs,mCE1219728,15,576,44,14,576,41
CNEEs,mCE1219731,15,378,19,14,378,19
CNEEs,mCE1219737,14,290,25,13,290,24
CNEEs,mCE1219754,15,496,64,14,496,58
CNEEs,mCE1219837,15,320,25,14,320,24
CNEEs,mCE1219840,14,339,17,13,339,16
CNEEs,mCE1219865,15,580,11,14,580,9
CNEEs,mCE1219875,14,261,28,13,261,23
CNEEs,mCE1219878,14,327,23,13,327,19
CNEEs,mCE1219904,15,610,99,14,610,84
CNEEs,mCE1219915,15,277,6,14,277,6
CNEEs,mCE1219923,14,300,20,13,300,18
CNEEs,mCE1219929,14,402,18,13,402,17
CNEEs,mCE1219933,14,582,36,13,582,34
CNEEs,mCE1219937,15,254,9,14,254,8
CNEEs,mCE1219942,15,362,23,14,362,20
CNEEs,mCE1219982,15,387,69,14,387,58
CNEEs,mCE1220008,15,354,25,14,354,22
CNEEs,mCE1220031,15,683,19,14,683,17
CNEEs,mCE1220067,15,418,8,14,418,7
CNEEs,mCE1220074,15,289,16,14,289,15
CNEEs,mCE1220109,15,273,13,14,273,11
CNEEs,mCE1220146,15,312,9,14,312,7
CNEEs,mCE1220186,15,290,35,14,290,32
CNEEs,mCE1220198,15,309,51,14,309,44
CNEEs,mCE1220207,15,331,41,14,331,37
CNEEs,mCE1220246,15,518,29,14,518,21
CNEEs,mCE1220254,15,317,14,14,317,12
CNEEs,mCE1220258,15,267,19,14,267,18
CNEEs,mCE1220267,14,490,24,13,490,20
CNEEs,mCE1220294,14,338,10,13,338,8
CNEEs,mCE1220331,15,309,13,14,309,13
CNEEs,mCE1220410,14,421,19,13,421,16
CNEEs,mCE1220445,15,316,10,14,316,7
CNEEs,mCE1220453,15,554,15,14,554,15
CNEEs,mCE1220459,15,364,19,14,364,18
CNEEs,mCE1220465,15,288,20,14,288,19
CNEEs,mCE1220492,15,356,10,14,356,9
CNEEs,mCE1220526,15,442,13,14,442,13
CNEEs,mCE1221265,15,297,11,14,297,10
CNEEs,mCE1221575,15,282,12,14,282,10
CNEEs,mCE1221622,15,252,11,14,252,11
CNEEs,mCE1222216,15,289,18,14,289,18
CNEEs,mCE122345,15,547,32,14,547,28
CNEEs,mCE122364,15,336,37,14,336,36
CNEEs,mCE122369,15,305,31,14,305,29
CNEEs,mCE122380,15,291,10,14,291,10
CNEEs,mCE1224171,15,270,12,14,270,11
CNEEs,mCE122420,15,361,15,14,361,12
CNEEs,mCE1224202,15,480,14,14,480,10
CNEEs,mCE1224293,15,497,36,14,497,33
CNEEs,mCE1224318,15,416,5,14,416,5
CNEEs,mCE1224443,15,272,18,14,272,18
CNEEs,mCE1224539,15,359,8,14,359,7
CNEEs,mCE1224559,15,295,5,14,295,4
CNEEs,mCE1224566,15,398,7,14,398,6
CNEEs,mCE1224575,15,451,16,14,451,16
CNEEs,mCE1224599,15,454,18,14,454,16
CNEEs,mCE122461,15,395,47,14,395,44
CNEEs,mCE1224612,15,335,28,14,335,26
CNEEs,mCE1224880,15,387,7,14,387,7
CNEEs,mCE1224883,15,307,8,14,307,7
CNEEs,mCE1224920,15,454,12,14,454,8
CNEEs,mCE1225004,15,386,30,14,386,28
CNEEs,mCE1225025,14,420,10,13,420,10
CNEEs,mCE1225812,15,368,23,14,368,21
CNEEs,mCE1225917,14,317,30,13,317,30
CNEEs,mCE1226213,15,341,16,14,341,16
CNEEs,mCE1226403,15,353,9,14,353,8
CNEEs,mCE1226515,15,291,10,14,291,9
CNEEs,mCE122664,15,271,23,14,271,20
CNEEs,mCE122667,15,711,36,14,711,35
CNEEs,mCE122678,15,270,22,14,270,19
CNEEs,mCE1226801,15,271,25,14,271,24
CNEEs,mCE122685,15,300,22,14,300,22
CNEEs,mCE1226982,15,257,19,14,257,16
CNEEs,mCE1227088,15,264,19,14,264,15
CNEEs,mCE122752,15,260,6,14,260,6
CNEEs,mCE122790,15,476,16,14,476,16
CNEEs,mCE122794,15,275,12,14,275,12
CNEEs,mCE122806,15,292,46,14,292,44
CNEEs,mCE122834,15,282,27,14,282,26
CNEEs,mCE122838,15,394,22,14,394,21
CNEEs,mCE122841,15,301,26,14,301,26
CNEEs,mCE1228575,15,371,32,14,371,30
CNEEs,mCE122877,15,484,27,14,484,27
CNEEs,mCE1228795,15,571,34,14,571,29
CNEEs,mCE1228826,15,336,9,14,336,7
CNEEs,mCE1228834,14,359,12,13,359,12
CNEEs,mCE1228866,15,434,18,14,434,14
CNEEs,mCE122888,15,391,11,14,391,11
CNEEs,mCE1228911,15,353,24,14,353,19
CNEEs,mCE1228921,14,388,10,13,388,8
CNEEs,mCE1228957,15,379,28,14,379,24
CNEEs,mCE1228977,15,299,8,14,299,7
CNEEs,mCE1228982,15,422,24,14,422,23
CNEEs,mCE1229039,15,396,35,14,396,30
CNEEs,mCE1229056,15,290,16,14,290,12
CNEEs,mCE1229085,15,314,24,14,314,21
CNEEs,mCE1229148,15,264,9,14,264,8
CNEEs,mCE122917,15,491,51,14,491,48
CNEEs,mCE1229235,15,323,18,14,323,16
CNEEs,mCE122925,15,296,12,14,296,12
CNEEs,mCE122928,15,298,18,14,298,17
CNEEs,mCE1229360,15,475,11,14,475,11
CNEEs,mCE1229436,15,256,16,14,256,15
CNEEs,mCE1229512,15,297,23,14,297,20
CNEEs,mCE1229591,15,275,36,14,275,33
CNEEs,mCE122976,15,304,21,14,304,20
CNEEs,mCE1229803,15,272,18,14,272,15
CNEEs,mCE1229847,15,414,43,14,414,39
CNEEs,mCE1229979,15,290,25,14,290,24
CNEEs,mCE1229998,15,272,29,14,272,26
CNEEs,mCE1230034,15,913,45,14,913,38
CNEEs,mCE1230039,15,1182,16,14,1182,14
CNEEs,mCE1230096,15,308,52,14,308,51
CNEEs,mCE123017,15,470,24,14,470,24
CNEEs,mCE123023,15,541,38,14,541,32
CNEEs,mCE123051,15,268,6,14,268,5
CNEEs,mCE123072,15,473,19,14,473,18
CNEEs,mCE123111,15,265,20,14,265,19
CNEEs,mCE123116,15,283,24,14,283,23
CNEEs,mCE123173,15,288,17,14,288,16
CNEEs,mCE123201,14,431,21,13,431,20
CNEEs,mCE123221,15,439,89,14,439,82
CNEEs,mCE123223,15,331,26,14,331,25
CNEEs,mCE123225,15,330,22,14,330,22
CNEEs,mCE123249,15,381,44,14,381,43
CNEEs,mCE123268,15,292,27,14,292,27
CNEEs,mCE123279,15,265,34,14,265,30
CNEEs,mCE123298,15,348,19,14,348,18
CNEEs,mCE123336,15,267,10,14,267,10
CNEEs,mCE123415,15,448,14,14,448,13
CNEEs,mCE123437,15,280,28,14,280,26
CNEEs,mCE123443,15,320,21,14,320,20
CNEEs,mCE123456,15,256,11,14,256,11
CNEEs,mCE123465,15,776,77,14,776,76
CNEEs,mCE123466,15,349,53,14,349,51
CNEEs,mCE123487,15,282,24,14,282,24
CNEEs,mCE123506,15,291,21,14,291,19
CNEEs,mCE1235425,15,305,26,14,305,25
CNEEs,mCE123543,15,375,26,14,375,25
CNEEs,mCE123554,15,304,23,14,304,20
CNEEs,mCE1235607,14,266,11,13,266,10
CNEEs,mCE1235660,15,275,14,14,275,13
CNEEs,mCE123619,15,294,22,14,294,18
CNEEs,mCE123673,15,262,8,14,262,7
CNEEs,mCE123682,15,306,18,14,306,18
CNEEs,mCE123711,15,259,13,14,259,13
CNEEs,mCE1238266,15,269,20,14,269,18
CNEEs,mCE1240101,15,262,21,14,262,19
CNEEs,mCE1244758,15,262,24,14,262,23
CNEEs,mCE1244788,14,370,15,13,370,15
CNEEs,mCE1244952,15,452,27,14,452,23
CNEEs,mCE1245067,15,354,22,14,354,19
CNEEs,mCE1245172,14,302,33,13,302,31
CNEEs,mCE1245213,15,263,23,14,263,20
CNEEs,mCE124570,15,679,30,14,679,27
CNEEs,mCE124572,15,370,12,14,370,12
CNEEs,mCE124584,15,485,10,14,485,8
CNEEs,mCE124586,15,627,29,14,627,28
CNEEs,mCE1245871,15,264,46,14,264,41
CNEEs,mCE124597,15,411,47,14,411,44
CNEEs,mCE124609,15,322,9,14,322,8
CNEEs,mCE124610,14,421,11,13,421,11
CNEEs,mCE1246184,15,357,18,14,357,18
CNEEs,mCE124622,15,296,26,14,296,26
CNEEs,mCE124624,15,297,5,14,297,3
CNEEs,mCE124645,15,309,14,14,309,13
CNEEs,mCE1246682,15,338,22,14,338,21
CNEEs,mCE124671,15,290,21,14,290,19
CNEEs,mCE124677,15,543,19,14,543,19
CNEEs,mCE124723,15,265,19,14,265,18
CNEEs,mCE1247356,15,932,26,14,932,21
CNEEs,mCE1247666,15,319,17,14,319,15
CNEEs,mCE1247784,15,352,28,14,352,27
CNEEs,mCE1247818,15,523,14,14,523,12
CNEEs,mCE1247822,15,273,6,14,273,5
CNEEs,mCE1247841,15,343,33,14,343,30
CNEEs,mCE1247844,15,254,15,14,254,14
CNEEs,mCE124785,15,386,23,14,386,23
CNEEs,mCE1247852,15,331,21,14,331,19
CNEEs,mCE1248009,15,807,47,14,807,40
CNEEs,mCE124813,15,486,11,14,486,11
CNEEs,mCE124814,15,367,45,14,367,42
CNEEs,mCE124866,15,472,34,14,472,32
CNEEs,mCE124870,15,343,10,14,343,10
CNEEs,mCE1248844,15,265,34,14,265,32
CNEEs,mCE1248884,15,436,17,14,436,15
CNEEs,mCE1248911,15,563,25,14,563,23
CNEEs,mCE1248957,15,442,19,14,442,15
CNEEs,mCE124904,15,285,15,14,285,15
CNEEs,mCE1249233,14,284,50,13,284,46
CNEEs,mCE1249281,15,305,12,14,305,10
CNEEs,mCE1249364,15,317,16,14,317,13
CNEEs,mCE1249418,15,770,32,14,770,30
CNEEs,mCE124943,15,654,11,14,654,11
CNEEs,mCE1249469,15,292,21,14,292,20
CNEEs,mCE1249486,14,303,11,13,303,10
CNEEs,mCE1249502,15,510,14,14,510,12
CNEEs,mCE1249553,15,322,22,14,322,22
CNEEs,mCE1249570,15,322,20,14,322,18
CNEEs,mCE1249595,15,289,32,14,289,32
CNEEs,mCE124960,15,386,18,14,386,17
CNEEs,mCE1249632,14,298,24,13,298,20
CNEEs,mCE1249642,15,352,27,14,352,21
CNEEs,mCE1249653,15,296,24,14,296,21
CNEEs,mCE1249666,15,263,21,14,263,18
CNEEs,mCE1249716,15,320,17,14,320,16
CNEEs,mCE1249746,15,394,15,14,394,14
CNEEs,mCE1249759,15,270,19,14,270,18
CNEEs,mCE1249803,15,484,13,14,484,9
CNEEs,mCE1249807,15,351,12,14,351,12
CNEEs,mCE1249859,15,540,19,14,540,17
CNEEs,mCE124987,15,561,23,14,561,22
CNEEs,mCE1249883,15,406,13,14,406,11
CNEEs,mCE1249888,15,412,26,14,412,22
CNEEs,mCE1249937,15,370,15,14,370,14
CNEEs,mCE1250050,15,286,14,14,286,13
CNEEs,mCE125113,15,259,10,14,259,9
CNEEs,mCE125168,15,300,18,14,300,16
CNEEs,mCE125184,15,295,7,14,295,7
CNEEs,mCE1252091,15,304,14,14,304,13
CNEEs,mCE125216,15,552,12,14,552,12
CNEEs,mCE1252384,15,345,30,14,345,30
CNEEs,mCE1252427,15,420,17,14,420,17
CNEEs,mCE1252430,15,268,27,14,268,25
CNEEs,mCE1252590,15,503,19,14,503,15
CNEEs,mCE1252679,14,750,17,13,750,14
CNEEs,mCE1252695,14,307,19,13,307,16
CNEEs,mCE1252699,15,339,24,14,339,19
CNEEs,mCE1252711,14,356,11,13,356,9
CNEEs,mCE1252740,15,540,27,14,540,25
CNEEs,mCE1252749,15,364,14,14,364,13
CNEEs,mCE1252753,15,355,18,14,355,17
CNEEs,mCE1252775,15,362,24,14,362,23
CNEEs,mCE1252776,15,371,14,14,371,13
CNEEs,mCE1252780,15,378,22,14,378,21
CNEEs,mCE1252792,15,356,19,14,356,17
CNEEs,mCE1252798,15,717,6,14,717,5
CNEEs,mCE1252801,15,514,6,14,514,6
CNEEs,mCE1252803,15,583,15,14,583,15
CNEEs,mCE1252843,14,447,36,13,447,31
CNEEs,mCE1252846,15,506,9,14,506,8
CNEEs,mCE1252878,15,468,38,14,468,35
CNEEs,mCE1252904,14,657,35,13,657,33
CNEEs,mCE1252909,15,525,19,14,525,19
CNEEs,mCE1252924,15,342,16,14,342,16
CNEEs,mCE1252928,15,739,42,14,739,30
CNEEs,mCE1252947,15,736,25,14,736,22
CNEEs,mCE1252992,15,467,18,14,467,14
CNEEs,mCE1253055,15,399,18,14,399,16
CNEEs,mCE1253057,15,287,18,14,287,14
CNEEs,mCE1253116,14,267,11,13,267,8
CNEEs,mCE1253150,15,296,13,14,296,12
CNEEs,mCE1253171,15,259,12,14,259,12
CNEEs,mCE1253173,15,306,19,14,306,16
CNEEs,mCE1253193,15,376,19,14,376,17
CNEEs,mCE1253215,15,589,8,14,589,7
CNEEs,mCE1253227,14,592,27,13,592,25
CNEEs,mCE1253249,15,465,16,14,465,15
CNEEs,mCE1253264,15,609,16,14,609,15
CNEEs,mCE1253293,15,2616,30,14,2616,28
CNEEs,mCE1253314,15,332,19,14,332,19
CNEEs,mCE1253318,15,718,24,14,718,19
CNEEs,mCE1253323,15,494,32,14,494,30
CNEEs,mCE1253375,15,277,23,14,277,21
CNEEs,mCE1253378,15,277,11,14,277,11
CNEEs,mCE1253400,15,520,38,14,520,37
CNEEs,mCE1253405,15,458,11,14,458,9
CNEEs,mCE1253438,15,494,20,14,494,19
CNEEs,mCE1253443,15,442,7,14,442,6
CNEEs,mCE1254065,15,426,19,14,426,17
CNEEs,mCE1254090,15,297,14,14,297,14
CNEEs,mCE1254129,15,314,20,14,314,18
CNEEs,mCE1254182,15,272,39,14,272,36
CNEEs,mCE1254187,15,293,12,14,293,11
CNEEs,mCE1254192,14,283,17,13,283,14
CNEEs,mCE1254218,14,403,42,13,403,39
CNEEs,mCE1254219,15,356,13,14,356,13
CNEEs,mCE1254294,15,532,27,14,532,24
CNEEs,mCE1254298,15,444,23,14,444,18
CNEEs,mCE1254344,15,374,17,14,374,16
CNEEs,mCE1254651,15,383,27,14,383,25
CNEEs,mCE1254652,15,343,14,14,343,12
CNEEs,mCE1254689,15,357,18,14,357,18
CNEEs,mCE1254741,15,466,10,14,466,8
CNEEs,mCE1254822,15,294,25,14,294,24
CNEEs,mCE1254891,15,480,14,14,480,13
CNEEs,mCE1254902,15,425,11,14,425,7
CNEEs,mCE1254913,15,391,24,14,391,22
CNEEs,mCE1254935,15,365,16,14,365,15
CNEEs,mCE1254944,15,274,16,14,274,11
CNEEs,mCE1254948,15,499,18,14,499,17
CNEEs,mCE1254992,14,299,14,13,299,13
CNEEs,mCE1254995,15,340,12,14,340,10
CNEEs,mCE1255008,15,326,6,14,326,5
CNEEs,mCE1255107,15,275,22,14,275,16
CNEEs,mCE1255118,15,312,10,14,312,10
CNEEs,mCE1255127,15,495,32,14,495,30
CNEEs,mCE1255135,15,396,17,14,396,14
CNEEs,mCE1255152,15,347,11,14,347,11
CNEEs,mCE1255232,15,784,34,14,784,29
CNEEs,mCE1255247,15,337,24,14,337,22
CNEEs,mCE1255262,15,347,35,14,347,32
CNEEs,mCE1255267,15,766,29,14,766,27
CNEEs,mCE1255287,15,504,14,14,504,14
CNEEs,mCE1255288,15,733,33,14,733,29
CNEEs,mCE1255397,15,417,17,14,417,16
CNEEs,mCE1255437,15,314,17,14,314,17
CNEEs,mCE1255502,15,359,14,14,359,12
CNEEs,mCE1255508,15,419,7,14,419,6
CNEEs,mCE1255946,15,344,36,14,344,35
CNEEs,mCE1256605,15,302,16,14,302,14
CNEEs,mCE1256721,15,286,16,14,286,15
CNEEs,mCE1256735,15,318,33,14,318,30
CNEEs,mCE125736,15,397,46,14,397,43
CNEEs,mCE1257791,15,310,16,14,310,15
CNEEs,mCE1257900,15,282,17,14,282,16
CNEEs,mCE1258025,15,252,15,14,252,14
CNEEs,mCE1258047,15,331,27,14,331,27
CNEEs,mCE1258082,15,381,16,14,381,15
CNEEs,mCE1258112,15,591,25,14,591,19
CNEEs,mCE1258237,15,294,28,14,294,22
CNEEs,mCE1258276,15,536,51,14,536,46
CNEEs,mCE1258279,14,394,24,13,394,22
CNEEs,mCE1258288,15,260,26,14,260,25
CNEEs,mCE1258336,15,399,26,14,399,25
CNEEs,mCE1258410,15,323,18,14,323,15
CNEEs,mCE1258489,15,373,29,14,373,25
CNEEs,mCE1258532,15,355,20,14,355,19
CNEEs,mCE1258562,15,496,16,14,496,13
CNEEs,mCE1258571,15,529,15,14,529,13
CNEEs,mCE1258598,15,255,9,14,255,8
CNEEs,mCE1258610,15,755,46,14,755,39
CNEEs,mCE1258640,15,412,20,14,412,16
CNEEs,mCE1258667,15,262,14,14,262,14
CNEEs,mCE1258677,15,359,19,14,359,16
CNEEs,mCE1258850,15,378,8,14,378,6
CNEEs,mCE1258912,15,273,24,14,273,21
CNEEs,mCE1258946,15,369,35,14,369,33
CNEEs,mCE1258969,15,620,61,14,620,55
CNEEs,mCE1259049,15,272,13,14,272,13
CNEEs,mCE1259067,15,270,13,14,270,12
CNEEs,mCE1259085,15,441,30,14,441,30
CNEEs,mCE1259091,15,282,15,14,282,15
CNEEs,mCE1259109,15,416,20,14,416,17
CNEEs,mCE1259174,14,336,18,13,336,15
CNEEs,mCE1259201,15,464,10,14,464,9
CNEEs,mCE1259219,15,444,16,14,444,14
CNEEs,mCE1259277,14,456,21,13,456,20
CNEEs,mCE1259766,15,284,29,14,284,25
CNEEs,mCE1259768,14,541,21,13,541,20
CNEEs,mCE1259794,15,356,25,14,356,23
CNEEs,mCE1259809,15,354,16,14,354,15
CNEEs,mCE1259828,15,383,18,14,383,17
CNEEs,mCE1259854,15,434,22,14,434,18
CNEEs,mCE1259867,15,273,14,14,273,14
CNEEs,mCE1259879,15,537,31,14,537,30
CNEEs,mCE1259899,15,316,22,14,316,19
CNEEs,mCE1260724,15,316,30,14,316,25
CNEEs,mCE1260751,15,403,13,14,403,10
CNEEs,mCE1260848,15,558,25,14,558,22
CNEEs,mCE1260909,15,317,30,14,317,29
CNEEs,mCE1260936,15,467,33,14,467,31
CNEEs,mCE1260938,15,277,21,14,277,18
CNEEs,mCE1260941,15,587,34,14,587,33
CNEEs,mCE1260949,15,361,14,14,361,14
CNEEs,mCE1260978,15,282,15,14,282,14
CNEEs,mCE1260985,15,295,13,14,295,12
CNEEs,mCE1261098,14,323,22,13,323,17
CNEEs,mCE1261103,15,324,19,14,324,18
CNEEs,mCE1261114,15,455,13,14,455,11
CNEEs,mCE1261122,15,495,22,14,495,21
CNEEs,mCE1261167,15,257,15,14,257,15
CNEEs,mCE1261211,15,315,18,14,315,18
CNEEs,mCE1261245,15,279,15,14,279,14
CNEEs,mCE1261286,14,318,16,13,318,15
CNEEs,mCE1261315,15,312,22,14,312,20
CNEEs,mCE1261348,15,277,11,14,277,10
CNEEs,mCE1261385,15,265,11,14,265,9
CNEEs,mCE1261388,15,684,35,14,684,34
CNEEs,mCE1261401,15,355,24,14,355,23
CNEEs,mCE1261501,15,308,10,14,308,10
CNEEs,mCE1261589,15,320,33,14,320,32
CNEEs,mCE1261608,15,517,13,14,517,12
CNEEs,mCE1261656,15,359,9,14,359,6
CNEEs,mCE1261768,15,392,25,14,392,23
CNEEs,mCE1261805,14,358,32,13,358,29
CNEEs,mCE1261817,15,266,5,14,266,5
CNEEs,mCE1261842,15,309,38,14,309,32
CNEEs,mCE1261855,15,335,21,14,335,19
CNEEs,mCE1261952,15,296,18,14,296,17
CNEEs,mCE1261969,15,428,35,14,428,32
CNEEs,mCE1261988,15,344,23,14,344,20
CNEEs,mCE1262040,15,272,11,14,272,8
CNEEs,mCE1262070,15,342,32,14,342,30
CNEEs,mCE1262093,15,419,19,14,419,17
CNEEs,mCE1262111,15,264,11,14,264,11
CNEEs,mCE1262129,14,452,17,13,452,14
CNEEs,mCE1262144,15,520,35,14,520,33
CNEEs,mCE1262158,15,279,20,14,279,20
CNEEs,mCE1262179,15,276,15,14,276,12
CNEEs,mCE1262267,15,400,28,14,400,25
CNEEs,mCE1262315,15,297,10,14,297,10
CNEEs,mCE1262358,15,256,17,14,256,16
CNEEs,mCE1262363,15,283,12,14,283,11
CNEEs,mCE1262397,15,358,16,14,358,15
CNEEs,mCE1262411,15,445,18,14,445,15
CNEEs,mCE1262540,15,264,14,14,264,13
CNEEs,mCE1262562,15,252,19,14,252,18
CNEEs,mCE1262608,15,494,19,14,494,18
CNEEs,mCE1262658,15,276,15,14,276,14
CNEEs,mCE1262659,15,307,15,14,307,15
CNEEs,mCE1263065,15,402,18,14,402,16
CNEEs,mCE1263078,15,578,45,14,578,44
CNEEs,mCE1263373,15,263,29,14,263,27
CNEEs,mCE1263658,15,284,15,14,284,14
CNEEs,mCE1263683,15,370,15,14,370,13
CNEEs,mCE1264437,15,333,34,14,333,30
CNEEs,mCE1264456,15,396,50,14,396,48
CNEEs,mCE1264502,15,466,17,14,466,17
CNEEs,mCE1265120,15,269,19,14,269,19
CNEEs,mCE1265174,15,262,15,14,262,14
CNEEs,mCE1268992,15,272,18,14,272,14
