TYPE,GENE,NTAX,ALEN,NPIP,NTAX_nogallus,ALEN_nogallus,NPIP_nogallus
introns,cds1541_intron2,14,7347,1296,13,7347,1105
introns,cds15427_intron3,15,4362,946,14,4362,850
introns,cds15432_intron3,14,11112,2180,13,11112,1950
introns,cds15440_intron4,15,2759,526,14,2759,463
introns,cds15442_intron3,15,1667,398,14,1667,362
introns,cds15443_intron4,15,2736,455,14,2736,410
introns,cds15445_intron2,15,1219,284,14,1219,261
introns,cds15447_intron6,15,1121,273,14,1121,259
introns,cds15450_intron4,15,1240,351,14,1240,318
introns,cds15451_intron2,14,2272,531,13,2272,489
introns,cds15458_intron3,14,10841,2485,13,10841,2130
introns,cds1545_intron5,14,22037,4111,13,22037,3629
introns,cds15461_intron4,15,5708,903,14,5708,788
introns,cds15466_intron3,15,11962,2235,14,11962,2010
introns,cds1546_intron1,14,4205,772,13,4205,673
introns,cds15472_intron2,15,1985,363,14,1985,324
introns,cds15480_intron9,14,11708,2512,13,11708,2291
introns,cds15485_intron2,15,5267,1251,14,5267,1142
introns,cds15486_intron3,14,17403,4011,13,17403,3590
introns,cds15489_intron12,14,11337,2327,13,11337,2068
introns,cds15494_intron2,15,2796,478,14,2796,427
introns,cds15496_intron1,14,30588,7538,13,30588,6788
introns,cds1549_intron2,14,4628,959,13,4628,856
introns,cds15502_intron1,14,9857,1945,13,9857,1704
introns,cds15504_intron2,15,2365,475,14,2365,448
introns,cds15505_intron6,14,1662,432,13,1662,383
introns,cds15516_intron2,14,3830,1001,13,3830,870
introns,cds15517_intron2,15,1406,353,14,1406,303
introns,cds15522_intron3,14,1449,330,13,1449,308
introns,cds15530_intron2,14,5156,1188,13,5156,1069
introns,cds15533_intron8,14,1598,307,13,1598,265
introns,cds15535_intron15,15,5262,798,14,5262,734
introns,cds15536_intron3,15,3127,691,14,3127,630
introns,cds15539_intron7,15,4094,708,14,4094,610
introns,cds1553_intron2,15,1180,301,14,1180,285
introns,cds15540_intron6,14,5392,993,13,5392,850
introns,cds15546_intron15,15,4664,1161,14,4664,1083
introns,cds15550_intron1,14,4817,954,13,4817,860
introns,cds15564_intron4,15,8321,1877,14,8321,1648
introns,cds15568_intron12,14,4869,1127,13,4869,1034
introns,cds15573_intron1,15,1184,342,14,1184,292
introns,cds15581_intron6,15,4497,919,14,4497,859
introns,cds15583_intron2,14,14372,3284,13,14372,2998
introns,cds15585_intron3,15,4403,575,14,4403,504
introns,cds15595_intron6,15,4308,825,14,4308,722
introns,cds15597_intron8,14,17569,3669,13,17569,3279
introns,cds15600_intron2,15,1334,333,14,1334,284
introns,cds15602_intron3,14,10308,2634,13,10308,2283
introns,cds15604_intron5,15,2099,421,14,2099,360
introns,cds15611_intron1,14,10466,2654,13,10466,2433
introns,cds15612_intron7,15,4637,1012,14,4637,991
introns,cds15614_intron5,15,1524,298,14,1524,273
introns,cds15626_intron6,15,1130,296,14,1130,268
introns,cds15627_intron1,15,4535,979,14,4535,857
introns,cds15629_intron2,15,4613,1027,14,4613,893
introns,cds15663_intron1,14,17297,4447,13,17297,4022
introns,cds15667_intron4,14,9086,1703,13,9086,1544
introns,cds15670_intron3,15,1150,318,14,1150,270
introns,cds15678_intron1,15,2927,692,14,2927,677
introns,cds1568_intron1,15,6152,1260,14,6152,1120
introns,cds15690_intron2,15,846,218,14,846,201
introns,cds15691_intron5,15,455,155,14,455,132
introns,cds15694_intron4,15,431,103,14,431,93
introns,cds15705_intron1,15,9399,1984,14,9399,1792
introns,cds1570_intron8,15,193,50,14,193,39
introns,cds15727_intron2,15,1040,288,14,1040,267
introns,cds15745_intron6,15,1517,384,14,1517,381
introns,cds15747_intron3,15,1613,429,14,1613,396
introns,cds15748_intron2,14,778,206,13,778,187
introns,cds15753_intron2,14,728,214,13,728,185
introns,cds15761_intron2,14,3373,628,13,3373,598
introns,cds15764_intron4,14,29185,5434,13,29185,4895
introns,cds15770_intron8,14,472,137,13,472,128
introns,cds15778_intron2,15,1726,369,14,1726,363
introns,cds15786_intron5,15,1610,418,14,1610,378
introns,cds15789_intron1,14,18977,4956,13,18977,4582
introns,cds1578_intron3,14,7306,1369,13,7306,1229
introns,cds15791_intron3,15,600,143,14,600,131
introns,cds1579_intron3,14,1687,393,13,1687,355
introns,cds15800_intron1,14,16574,4139,13,16574,3663
introns,cds15801_intron1,15,694,170,14,694,149
introns,cds15803_intron2,15,1557,362,14,1557,330
introns,cds15804_intron3,15,5940,1204,14,5940,1101
introns,cds1580_intron7,15,3990,818,14,3990,703
introns,cds15813_intron1,14,3081,900,13,3081,876
introns,cds15820_intron5,15,1679,445,14,1679,429
introns,cds15822_intron4,15,1008,229,14,1008,210
introns,cds15841_intron7,15,855,200,14,855,171
introns,cds15843_intron2,15,3238,782,14,3238,753
introns,cds15845_intron13,15,2136,558,14,2136,483
introns,cds15850_intron3,15,1823,371,14,1823,343
introns,cds1585_intron1,15,2311,449,14,2311,396
introns,cds15877_intron3,14,10496,2233,13,10496,2043
introns,cds15879_intron4,15,614,154,14,614,141
introns,cds15890_intron1,15,7868,1557,14,7868,1392
introns,cds15892_intron2,14,7956,1638,13,7956,1546
introns,cds15897_intron2,15,1665,453,14,1665,424
introns,cds15902_intron11,14,4844,1360,13,4844,1269
introns,cds15913_intron6,15,4167,710,14,4167,641
introns,cds1591_intron2,15,1976,80,14,1976,69
introns,cds15924_intron4,15,539,128,14,539,114
introns,cds15925_intron1,15,2276,456,14,2276,397
introns,cds15929_intron3,15,2036,387,14,2036,334
introns,cds15959_intron7,15,1275,281,14,1275,256
introns,cds15965_intron2,15,1670,391,14,1670,376
introns,cds15966_intron1,14,968,254,13,968,218
introns,cds15972_intron5,15,2549,633,14,2549,538
introns,cds15982_intron7,14,4569,960,13,4569,827
introns,cds15983_intron6,15,2788,628,14,2788,579
introns,cds16006_intron3,14,4848,962,13,4848,876
introns,cds16015_intron1,15,1977,429,14,1977,405
introns,cds1601_intron6,15,2253,539,14,2253,469
introns,cds1602_intron5,14,7603,1668,13,7603,1607
introns,cds16034_intron3,14,28265,6482,13,28265,5852
introns,cds16038_intron3,15,6633,1369,14,6633,1205
introns,cds16039_intron1,15,527,165,14,527,153
introns,cds1603_intron6,14,1704,406,13,1704,369
introns,cds16054_intron8,14,4775,1503,13,4775,1382
introns,cds16056_intron13,15,1944,465,14,1944,432
introns,cds16060_intron7,14,5500,1026,13,5500,918
introns,cds16072_intron13,14,1606,496,13,1606,471
introns,cds16085_intron3,15,14228,2861,14,14228,2586
introns,cds1608_intron1,15,3551,707,14,3551,612
introns,cds16091_intron7,15,2793,704,14,2793,637
introns,cds16093_intron3,15,1175,254,14,1175,222
introns,cds16099_intron7,15,2643,660,14,2643,650
introns,cds16102_intron2,15,2509,534,14,2509,498
introns,cds16103_intron4,15,2444,520,14,2444,468
introns,cds16135_intron6,14,2513,568,13,2513,516
introns,cds1613_intron3,15,1880,390,14,1880,350
introns,cds16141_intron6,15,2728,514,14,2728,478
introns,cds16157_intron1,15,1092,299,14,1092,261
introns,cds16158_intron1,14,9933,2948,13,9933,2722
introns,cds16159_intron4,15,2580,597,14,2580,551
introns,cds16161_intron2,15,2266,526,14,2266,484
introns,cds16169_intron1,14,5821,1622,13,5821,1522
introns,cds16172_intron10,14,3152,691,13,3152,606
introns,cds16182_intron13,14,6586,1181,13,6586,1024
introns,cds16189_intron7,14,5331,1208,13,5331,1064
introns,cds16196_intron14,14,4158,775,13,4158,686
introns,cds16198_intron4,15,2551,518,14,2551,486
introns,cds1619_intron2,14,1046,238,13,1046,203
introns,cds16208_intron2,15,485,117,14,485,99
introns,cds16217_intron24,15,2864,667,14,2864,624
introns,cds16219_intron4,15,2597,435,14,2597,398
introns,cds16220_intron2,14,6371,1283,13,6371,1254
introns,cds16231_intron1,15,5944,1297,14,5944,1169
introns,cds16232_intron1,15,7231,1727,14,7231,1566
introns,cds16235_intron2,15,3240,665,14,3240,588
introns,cds16238_intron4,14,1625,456,13,1625,404
introns,cds16256_intron6,14,8254,1710,13,8254,1523
introns,cds16260_intron4,15,373,118,14,373,111
introns,cds16263_intron13,15,3309,722,14,3309,645
introns,cds16264_intron9,14,5652,1338,13,5652,1247
introns,cds16266_intron2,15,1063,270,14,1063,239
introns,cds16271_intron1,14,5921,1360,13,5921,1208
introns,cds16273_intron1,14,6104,1258,13,6104,1175
introns,cds16274_intron5,15,4501,1057,14,4501,966
introns,cds16279_intron6,14,1209,313,13,1209,286
introns,cds16280_intron6,15,6177,1604,14,6177,1474
introns,cds16281_intron6,14,5844,1158,13,5844,1054
introns,cds16283_intron2,15,2381,671,14,2381,636
introns,cds16288_intron3,14,5977,1363,13,5977,1257
introns,cds16290_intron2,15,2149,567,14,2149,498
introns,cds16291_intron1,15,3258,737,14,3258,669
introns,cds16292_intron1,15,5926,1367,14,5926,1284
introns,cds16293_intron2,14,736,184,13,736,175
introns,cds16295_intron11,15,3072,729,14,3072,656
introns,cds16297_intron1,15,328,97,14,328,87
introns,cds162_intron7,15,4009,656,14,4009,585
introns,cds16300_intron1,15,1201,309,14,1201,281
introns,cds16304_intron1,15,3352,788,14,3352,683
introns,cds1630_intron7,15,1841,410,14,1841,368
introns,cds16310_intron5,14,7107,1683,13,7107,1524
introns,cds16311_intron1,14,1109,321,13,1109,318
introns,cds16312_intron2,15,592,139,14,592,134
introns,cds16315_intron2,15,607,135,14,607,128
introns,cds16316_intron2,15,1831,440,14,1831,397
introns,cds1631_intron3,14,7168,1648,13,7168,1462
introns,cds1632_intron3,15,436,130,14,436,115
introns,cds16337_intron10,15,573,206,14,573,191
introns,cds16338_intron4,15,321,97,14,321,87
introns,cds16341_intron10,15,2102,439,14,2102,418
introns,cds16345_intron3,15,1750,440,14,1750,401
introns,cds16354_intron2,14,9112,2260,13,9112,2136
introns,cds16355_intron10,15,2333,668,14,2333,648
introns,cds1635_intron2,14,2151,441,13,2151,390
introns,cds16362_intron7,15,3808,831,14,3808,807
introns,cds16364_intron25,14,953,231,13,953,214
introns,cds16368_intron1,15,1082,277,14,1082,260
introns,cds16369_intron2,14,6407,1616,13,6407,1486
introns,cds16376_intron1,14,9500,2369,13,9500,2153
introns,cds16378_intron4,15,931,252,14,931,216
introns,cds1638_intron2,15,1936,425,14,1936,364
introns,cds16390_intron1,14,6196,1072,13,6196,977
introns,cds16391_intron3,15,3887,748,14,3887,670
introns,cds16393_intron2,14,4345,814,13,4345,731
introns,cds16403_intron1,14,30455,7091,13,30455,6442
introns,cds16407_intron16,14,19783,4279,13,19783,3860
introns,cds16408_intron3,15,4042,870,14,4042,780
introns,cds1640_intron4,15,310,74,14,310,68
introns,cds16412_intron2,15,1437,312,14,1437,273
introns,cds16413_intron5,15,3775,804,14,3775,720
introns,cds16415_intron1,14,4915,984,13,4915,941
introns,cds16425_intron2,14,24685,5598,13,24685,5014
introns,cds16428_intron2,14,12353,2506,13,12353,2262
introns,cds1642_intron1,14,3086,608,13,3086,545
introns,cds16434_intron3,15,5017,1205,14,5017,1077
introns,cds1644_intron2,14,2331,442,13,2331,400
introns,cds16451_intron2,15,920,239,14,920,212
introns,cds16453_intron3,15,4265,869,14,4265,763
introns,cds16454_intron3,14,31900,6591,13,31900,5937
introns,cds16462_intron2,14,4920,1083,13,4920,925
introns,cds16466_intron5,14,9497,2106,13,9497,1900
introns,cds16467_intron2,15,1634,313,14,1634,258
introns,cds16468_intron3,14,4922,1048,13,4922,953
introns,cds16469_intron5,15,5484,1188,14,5484,1046
introns,cds16470_intron10,14,8660,1612,13,8660,1500
introns,cds16472_intron6,14,2681,578,13,2681,503
introns,cds16474_intron9,15,5657,1038,14,5657,900
introns,cds1647_intron25,14,4748,1089,13,4748,925
introns,cds16483_intron2,15,3321,890,14,3321,859
introns,cds16487_intron4,14,1201,308,13,1201,273
introns,cds16488_intron1,15,5663,1345,14,5663,1257
introns,cds16495_intron9,14,9367,1976,13,9367,1779
introns,cds164_intron2,14,1470,360,13,1470,321
introns,cds16514_intron3,14,7647,1543,13,7647,1368
introns,cds16516_intron3,15,1669,474,14,1669,457
introns,cds16521_intron5,14,2293,495,13,2293,455
introns,cds16530_intron1,15,1454,486,14,1454,462
introns,cds16542_intron4,14,10437,2198,13,10437,1866
introns,cds16550_intron1,14,5867,1196,13,5867,1081
introns,cds16551_intron3,15,600,151,14,600,149
introns,cds16553_intron2,14,34370,8633,13,34370,7800
introns,cds16555_intron5,15,1751,459,14,1751,426
introns,cds16558_intron1,14,1566,441,13,1566,408
introns,cds16560_intron1,15,2666,719,14,2666,648
introns,cds16565_intron2,14,495,130,13,495,120
introns,cds1656_intron5,15,639,147,14,639,132
introns,cds16570_intron1,15,1924,412,14,1924,369
introns,cds16592_intron13,15,4256,895,14,4256,782
introns,cds16594_intron2,14,3627,839,13,3627,736
introns,cds16598_intron2,15,1166,318,14,1166,277
introns,cds16599_intron2,15,1528,311,14,1528,292
introns,cds16600_intron18,14,12440,2680,13,12440,2443
introns,cds16601_intron1,15,7690,1950,14,7690,1777
introns,cds16613_intron1,14,1700,455,13,1700,437
introns,cds16617_intron1,14,3251,809,13,3251,719
introns,cds16619_intron3,15,1870,368,14,1870,327
introns,cds16634_intron4,15,3198,632,14,3198,536
introns,cds16648_intron5,14,1732,386,13,1732,374
introns,cds16656_intron13,15,5635,1181,14,5635,1110
introns,cds16658_intron10,14,871,209,13,871,181
introns,cds16662_intron1,14,6101,1317,13,6101,1160
introns,cds16664_intron4,14,1966,512,13,1966,452
introns,cds16669_intron4,15,367,128,14,367,119
introns,cds1667_intron2,15,775,155,14,775,133
introns,cds16688_intron7,15,1537,493,14,1537,435
introns,cds16710_intron3,15,205,76,14,205,67
introns,cds1671_intron4,14,4218,982,13,4218,865
introns,cds16724_intron1,15,4471,883,14,4471,763
introns,cds16726_intron1,15,4761,876,14,4761,815
introns,cds16728_intron1,14,3289,730,13,3289,657
introns,cds1672_intron2,15,3728,895,14,3728,809
introns,cds16730_intron2,15,5314,1103,14,5314,972
introns,cds16740_intron1,14,5080,1145,13,5080,1041
introns,cds1674_intron1,15,8421,1664,14,8421,1481
introns,cds1675_intron6,14,1192,202,13,1192,191
introns,cds16769_intron8,14,5309,1206,13,5309,1120
introns,cds16772_intron2,14,1878,466,13,1878,410
introns,cds16780_intron3,14,8183,1765,13,8183,1617
introns,cds16797_intron2,14,1864,606,13,1864,566
introns,cds16801_intron18,14,10057,2344,13,10057,2191
introns,cds16806_intron3,14,937,289,13,937,259
introns,cds16808_intron2,14,8031,1948,13,8031,1774
introns,cds1680_intron1,14,2187,404,13,2187,358
introns,cds16816_intron10,14,6209,1284,13,6209,1166
introns,cds16820_intron4,15,2756,462,14,2756,411
introns,cds16823_intron3,14,2831,653,13,2831,581
introns,cds16826_intron4,15,1137,260,14,1137,235
introns,cds1682_intron3,15,1074,320,14,1074,285
introns,cds16833_intron5,15,1976,461,14,1976,413
introns,cds16836_intron2,15,2121,534,14,2121,480
introns,cds1684_intron5,15,901,269,14,901,229
introns,cds16858_intron4,15,8767,1809,14,8767,1652
introns,cds16865_intron1,14,1589,406,13,1589,359
introns,cds16894_intron7,14,3356,846,13,3356,824
introns,cds1689_intron6,15,461,119,14,461,107
introns,cds168_intron1,14,35943,7754,13,35943,6818
introns,cds16900_intron4,14,921,199,13,921,174
introns,cds16906_intron2,15,3948,1019,14,3948,912
introns,cds16917_intron3,14,37833,8837,13,37833,8143
introns,cds16925_intron5,14,4474,892,13,4474,815
introns,cds16934_intron2,14,5943,1263,13,5943,1140
introns,cds16936_intron2,15,4331,1130,14,4331,1016
introns,cds1693_intron3,15,284,85,14,284,80
introns,cds16940_intron5,14,21546,5759,13,21546,5279
introns,cds16941_intron1,14,16766,4157,13,16766,3720
introns,cds16946_intron1,14,4565,1468,13,4565,1342
introns,cds16947_intron3,15,972,191,14,972,166
introns,cds16954_intron23,15,1880,530,14,1880,488
introns,cds16961_intron7,15,3601,715,14,3601,590
introns,cds1696_intron1,14,2275,654,13,2275,570
introns,cds1697_intron1,15,841,210,14,841,181
introns,cds16990_intron1,15,2359,699,14,2359,628
introns,cds16994_intron1,14,20700,6150,13,20700,5549
introns,cds16996_intron6,15,4533,893,14,4533,775
introns,cds1699_intron7,14,5092,807,13,5092,724
introns,cds17003_intron2,15,23823,5381,14,23823,4932
introns,cds17004_intron2,14,3099,759,13,3099,684
introns,cds17006_intron1,15,2503,464,14,2503,423
introns,cds17010_intron6,14,2619,609,13,2619,543
introns,cds17018_intron5,14,3971,765,13,3971,679
introns,cds1701_intron1,15,2440,511,14,2440,460
introns,cds17020_intron2,15,4171,895,14,4171,822
introns,cds17033_intron9,14,1402,363,13,1402,332
introns,cds17037_intron1,14,10422,2293,13,10422,2001
introns,cds1703_intron12,15,4521,692,14,4521,640
introns,cds17044_intron2,15,3878,973,14,3878,893
introns,cds17046_intron1,14,1535,335,13,1535,302
introns,cds17047_intron5,14,526,110,13,526,89
introns,cds17049_intron6,14,8475,1860,13,8475,1660
introns,cds17051_intron3,14,6796,1580,13,6796,1475
introns,cds17052_intron6,14,737,160,13,737,131
introns,cds1705_intron7,15,1361,299,14,1361,272
introns,cds17060_intron3,14,28565,6016,13,28565,5466
introns,cds17069_intron16,15,786,232,14,786,211
introns,cds17074_intron3,15,380,99,14,380,91
introns,cds17079_intron2,14,18554,5354,13,18554,4895
introns,cds17089_intron1,15,950,331,14,950,311
introns,cds17090_intron5,15,354,120,14,354,110
introns,cds17093_intron5,14,2009,472,13,2009,429
introns,cds170_intron3,15,3146,725,14,3146,696
introns,cds1710_intron6,15,288,81,14,288,74
introns,cds17112_intron6,14,9018,2655,13,9018,2456
introns,cds17115_intron4,14,2191,384,13,2191,370
introns,cds1711_intron2,15,1118,238,14,1118,212
introns,cds17120_intron7,14,29355,7138,13,29355,6448
introns,cds17126_intron2,14,20941,4258,13,20941,3872
introns,cds17128_intron6,14,11624,2370,13,11624,2127
introns,cds17135_intron1,14,936,250,13,936,236
introns,cds17146_intron2,14,3565,600,13,3565,527
introns,cds17148_intron3,14,1455,372,13,1455,366
introns,cds17156_intron2,15,1542,313,14,1542,295
introns,cds17162_intron2,15,513,106,14,513,97
introns,cds17177_intron2,15,2323,535,14,2323,473
introns,cds17178_intron3,14,14532,3989,13,14532,3644
introns,cds1717_intron3,14,4328,948,13,4328,875
introns,cds17180_intron2,15,731,249,14,731,226
introns,cds17181_intron1,14,20619,5107,13,20619,4753
introns,cds17182_intron3,15,547,186,14,547,176
introns,cds17183_intron4,15,484,143,14,484,134
introns,cds17192_intron4,14,282,86,13,282,81
introns,cds1719_intron2,15,440,183,14,440,170
introns,cds171_intron1,14,14279,3502,13,14279,3159
introns,cds17201_intron1,14,1902,486,13,1902,473
introns,cds17202_intron4,15,406,115,14,406,112
introns,cds17205_intron3,15,1125,228,14,1125,212
introns,cds17207_intron19,14,3268,772,13,3268,712
introns,cds1720_intron5,15,1140,250,14,1140,223
introns,cds17211_intron7,15,4521,1055,14,4521,969
introns,cds17215_intron2,15,905,226,14,905,212
introns,cds17218_intron3,14,12616,2883,13,12616,2663
introns,cds17223_intron2,15,13807,3164,14,13807,2846
introns,cds17225_intron6,15,2942,641,14,2942,575
introns,cds17227_intron9,14,16059,3454,13,16059,3122
introns,cds17228_intron8,14,15294,3550,13,15294,3218
introns,cds17229_intron2,14,16528,2818,13,16528,2517
introns,cds17233_intron1,14,5058,1226,13,5058,1104
introns,cds17236_intron4,15,1718,458,14,1718,451
introns,cds17237_intron2,14,2848,617,13,2848,525
introns,cds17238_intron2,15,3766,993,14,3766,906
introns,cds1723_intron10,14,2691,550,13,2691,467
introns,cds17240_intron9,15,1608,350,14,1608,319
introns,cds1724_intron1,15,907,208,14,907,171
introns,cds1725_intron18,15,1704,355,14,1704,313
introns,cds17275_intron9,15,1126,266,14,1126,232
introns,cds17276_intron3,14,1569,419,13,1569,391
introns,cds1727_intron4,15,695,173,14,695,143
introns,cds17280_intron2,15,4537,966,14,4537,869
introns,cds17282_intron8,14,9011,2322,13,9011,2103
introns,cds17291_intron3,14,10491,2435,13,10491,2172
introns,cds17293_intron2,14,3017,825,13,3017,756
introns,cds17311_intron7,15,2610,418,14,2610,393
introns,cds17314_intron2,15,5245,755,14,5245,692
introns,cds17316_intron6,15,9210,1755,14,9210,1633
introns,cds17319_intron8,14,8341,2298,13,8341,2102
introns,cds17322_intron5,14,1415,403,13,1415,348
introns,cds17324_intron5,15,1073,212,14,1073,187
introns,cds17334_intron4,15,2545,530,14,2545,500
introns,cds17337_intron7,15,723,194,14,723,170
introns,cds17346_intron2,14,2664,536,13,2664,468
introns,cds17350_intron6,14,4106,1131,13,4106,1025
introns,cds17352_intron1,15,14546,2775,14,14546,2497
introns,cds17356_intron7,14,20050,4015,13,20050,3540
introns,cds1735_intron2,14,1846,380,13,1846,337
introns,cds17367_intron7,15,1441,356,14,1441,348
introns,cds17377_intron3,14,1522,295,13,1522,268
introns,cds17378_intron1,14,5990,1167,13,5990,1073
introns,cds17380_intron4,15,4830,1088,14,4830,977
introns,cds17381_intron3,15,814,185,14,814,164
introns,cds17383_intron7,14,30695,5756,13,30695,4985
introns,cds17389_intron1,14,19483,4741,13,19483,4231
introns,cds17390_intron1,14,5219,1505,13,5219,1336
introns,cds17394_intron1,15,5166,1218,14,5166,1124
introns,cds17401_intron2,14,10168,1997,13,10168,1754
introns,cds17403_intron2,14,13470,2499,13,13470,2231
introns,cds17412_intron2,15,3754,802,14,3754,726
introns,cds17415_intron17,15,2361,436,14,2361,389
introns,cds17416_intron5,15,840,170,14,840,152
introns,cds17417_intron16,14,2849,636,13,2849,576
introns,cds17422_intron2,14,2057,522,13,2057,485
introns,cds17425_intron1,14,5664,1245,13,5664,1213
introns,cds17433_intron7,15,3781,933,14,3781,927
introns,cds17434_intron9,15,2632,521,14,2632,452
introns,cds17435_intron5,15,13626,2688,14,13626,2446
introns,cds17436_intron1,14,30677,5875,13,30677,5185
introns,cds17439_intron2,15,1506,295,14,1506,260
introns,cds17441_intron2,14,7858,1214,13,7858,1113
introns,cds17443_intron3,14,1916,440,13,1916,394
introns,cds17450_intron15,14,5942,1105,13,5942,989
introns,cds17452_intron2,14,5722,1268,13,5722,1177
introns,cds17456_intron3,15,1554,253,14,1554,228
introns,cds17464_intron11,15,2863,638,14,2863,584
introns,cds17467_intron9,15,4068,605,14,4068,529
introns,cds17468_intron3,14,21489,4382,13,21489,3883
introns,cds17470_intron1,15,1768,286,14,1768,260
introns,cds17473_intron2,15,490,115,14,490,103
introns,cds17474_intron6,15,4660,951,14,4660,825
introns,cds17475_intron9,14,6445,1577,13,6445,1407
introns,cds17478_intron1,14,14264,3582,13,14264,3235
introns,cds1747_intron7,14,4088,660,13,4088,572
introns,cds17489_intron1,14,37314,7500,13,37314,6622
introns,cds1748_intron1,15,1672,418,14,1672,375
introns,cds17491_intron3,15,2131,396,14,2131,366
introns,cds17492_intron14,14,37540,7694,13,37540,7097
introns,cds17493_intron14,15,2080,454,14,2080,410
introns,cds17495_intron2,14,10633,2056,13,10633,1833
introns,cds17498_intron1,15,7653,1457,14,7653,1325
introns,cds1749_intron17,15,2960,676,14,2960,589
introns,cds174_intron5,15,3506,503,14,3506,474
introns,cds17502_intron10,14,10099,1955,13,10099,1775
introns,cds17503_intron18,14,14142,2496,13,14142,2257
introns,cds17509_intron13,14,6553,1551,13,6553,1511
introns,cds1750_intron7,14,1417,281,13,1417,238
introns,cds17513_intron1,14,1714,403,13,1714,361
introns,cds17515_intron2,14,5541,1174,13,5541,1080
introns,cds17517_intron2,15,1976,466,14,1976,428
introns,cds17519_intron5,14,1621,432,13,1621,430
introns,cds17520_intron9,15,636,178,14,636,165
introns,cds17526_intron1,14,4589,948,13,4589,839
introns,cds17527_intron19,14,1525,395,13,1525,355
introns,cds17530_intron3,15,1112,266,14,1112,251
introns,cds17536_intron1,14,13293,3403,13,13293,3113
introns,cds17549_intron4,14,1613,350,13,1613,319
introns,cds17550_intron3,15,764,204,14,764,183
introns,cds17564_intron5,14,11853,2527,13,11853,2301
introns,cds17571_intron8,14,27384,6096,13,27384,5477
introns,cds17575_intron3,14,8357,1692,13,8357,1554
introns,cds17583_intron1,14,5656,1481,13,5656,1337
introns,cds17588_intron9,14,21328,4276,13,21328,3793
introns,cds1758_intron1,14,6310,1153,13,6310,1046
introns,cds1759_intron1,14,13794,2671,13,13794,2370
introns,cds17600_intron1,14,3104,805,13,3104,727
introns,cds17605_intron6,15,1379,305,14,1379,271
introns,cds17608_intron3,14,8144,1799,13,8144,1636
introns,cds17609_intron12,14,1549,360,13,1549,317
introns,cds17612_intron2,15,987,270,14,987,266
introns,cds17619_intron1,15,909,288,14,909,269
introns,cds17621_intron3,14,1255,288,13,1255,252
introns,cds17625_intron3,15,813,191,14,813,185
introns,cds17626_intron2,15,794,214,14,794,188
introns,cds17629_intron4,14,7710,1464,13,7710,1335
introns,cds1762_intron8,14,3231,723,13,3231,655
introns,cds17637_intron10,15,1046,232,14,1046,197
introns,cds17643_intron4,14,7552,2018,13,7552,1863
introns,cds17659_intron3,15,3631,965,14,3631,852
introns,cds17695_intron3,14,2404,622,13,2404,579
introns,cds17698_intron1,14,4737,1333,13,4737,1201
introns,cds17702_intron15,14,3031,732,13,3031,671
introns,cds17704_intron2,15,1982,473,14,1982,460
introns,cds17709_intron8,14,6957,1745,13,6957,1581
introns,cds1770_intron3,14,6917,1971,13,6917,1750
introns,cds17715_intron9,15,1490,337,14,1490,316
introns,cds17716_intron7,15,1656,430,14,1656,377
introns,cds17718_intron8,14,11593,3407,13,11593,3001
introns,cds17745_intron1,15,612,195,14,612,176
introns,cds17791_intron4,14,585,197,13,585,188
introns,cds17797_intron10,15,1053,306,14,1053,281
introns,cds17799_intron27,14,7081,1733,13,7081,1596
introns,cds17807_intron5,15,1077,258,14,1077,236
introns,cds17808_intron10,14,10662,2137,13,10662,2005
introns,cds17816_intron7,15,2406,446,14,2406,414
introns,cds1781_intron3,14,1629,366,13,1629,304
introns,cds17827_intron3,15,971,219,14,971,200
introns,cds1783_intron3,14,1180,254,13,1180,214
introns,cds17854_intron3,14,1501,373,13,1501,335
introns,cds1785_intron1,14,6409,1383,13,6409,1229
introns,cds17861_intron4,15,1313,299,14,1313,264
introns,cds17863_intron1,14,1495,391,13,1495,344
introns,cds17865_intron7,15,826,189,14,826,180
introns,cds17873_intron8,15,661,194,14,661,169
introns,cds1787_intron5,14,2281,411,13,2281,350
introns,cds17880_intron7,15,4851,1043,14,4851,939
introns,cds17881_intron6,15,2181,366,14,2181,337
introns,cds17882_intron6,15,891,218,14,891,192
introns,cds17887_intron6,14,4125,912,13,4125,837
introns,cds178_intron1,14,4271,865,13,4271,784
introns,cds17903_intron3,15,4485,1023,14,4485,918
introns,cds17909_intron1,15,4183,976,14,4183,896
introns,cds1790_intron3,14,2997,579,13,2997,527
introns,cds17918_intron3,14,9532,2049,13,9532,1809
introns,cds17928_intron2,15,1378,331,14,1378,290
introns,cds17929_intron4,14,3344,818,13,3344,713
introns,cds17930_intron7,15,1249,248,14,1249,236
introns,cds17931_intron4,15,4307,1082,14,4307,831
introns,cds17933_intron1,14,4446,1176,13,4446,1056
introns,cds17949_intron2,15,2857,728,14,2857,655
introns,cds17952_intron1,14,781,185,13,781,158
introns,cds1796_intron12,15,2909,630,14,2909,543
introns,cds17978_intron6,15,8175,1503,14,8175,1384
introns,cds17990_intron7,15,1064,202,14,1064,192
introns,cds17995_intron2,15,980,244,14,980,229
introns,cds17996_intron2,14,20142,4324,13,20142,3917
introns,cds17997_intron2,14,2657,548,13,2657,511
introns,cds17999_intron15,14,6778,1596,13,6778,1421
introns,cds18003_intron8,15,1094,348,14,1094,311
introns,cds18004_intron3,15,376,126,14,376,120
introns,cds1801_intron5,15,686,203,14,686,181
