TYPE,GENE,SAVG,SMED,SSTD,SMIN,SMAX
introns,cds21911_intron4,0.8784,0.9985,0.2040,0.3178,1.0000
introns,cds21922_intron9,0.8801,1.0000,0.2195,0.3313,1.0000
introns,cds21923_intron2,0.7942,0.9962,0.3040,0.0660,1.0000
introns,cds21926_intron9,0.7657,0.9723,0.3164,0.0180,1.0000
introns,cds2192_intron4,0.7771,0.9738,0.3101,0.1244,1.0000
introns,cds21930_intron4,0.8784,0.9985,0.2040,0.3178,1.0000
introns,cds2193_intron1,0.9982,1.0000,0.0058,0.9790,1.0000
introns,cds21944_intron6,0.8923,1.0000,0.2805,0.0015,1.0000
introns,cds21947_intron2,0.8798,1.0000,0.2887,0.0000,1.0000
introns,cds21953_intron2,0.7230,0.9992,0.3739,0.0780,1.0000
introns,cds21956_intron5,0.6684,0.9895,0.3937,0.0060,1.0000
introns,cds21957_intron3,0.8397,0.9970,0.2458,0.3028,1.0000
introns,cds21958_intron1,0.8272,1.0000,0.2864,0.2429,1.0000
introns,cds21959_intron2,0.8338,1.0000,0.3392,0.0210,1.0000
introns,cds21960_intron1,0.8237,0.9925,0.2727,0.0645,1.0000
introns,cds21961_intron4,0.7105,0.9992,0.3708,0.0000,1.0000
introns,cds21962_intron2,0.9006,1.0000,0.1783,0.5038,1.0000
introns,cds21963_intron7,0.7064,0.9280,0.3660,0.0000,1.0000
introns,cds21985_intron2,0.7100,0.8628,0.3112,0.2534,1.0000
introns,cds21987_intron6,0.8333,0.9985,0.2553,0.1844,1.0000
introns,cds21989_intron1,0.9757,1.0000,0.0554,0.8186,1.0000
introns,cds21995_intron2,0.8805,1.0000,0.2440,0.1934,1.0000
introns,cds21997_intron1,0.9201,1.0000,0.2432,0.1514,1.0000
introns,cds22012_intron5,0.7292,1.0000,0.3982,0.0000,1.0000
introns,cds2201_intron3,0.8464,1.0000,0.3130,0.0000,1.0000
introns,cds22023_intron1,0.9999,1.0000,0.0004,0.9985,1.0000
introns,cds22040_intron2,0.8073,1.0000,0.2886,0.1634,1.0000
introns,cds22050_intron1,0.8708,1.0000,0.2223,0.3283,1.0000
introns,cds22057_intron1,0.7491,0.9985,0.3375,0.0600,1.0000
introns,cds22058_intron3,0.6502,0.7084,0.3680,0.0000,1.0000
introns,cds22067_intron4,0.8256,1.0000,0.3059,0.1859,1.0000
introns,cds22071_intron2,0.5820,0.5052,0.3762,0.0000,1.0000
introns,cds22072_intron2,0.6549,0.5877,0.3455,0.0450,1.0000
introns,cds22074_intron3,0.7224,0.7181,0.2915,0.2174,1.0000
introns,cds22083_intron7,0.7144,0.8748,0.3420,0.0000,1.0000
introns,cds22085_intron15,0.8600,1.0000,0.2538,0.1664,1.0000
introns,cds22087_intron2,0.8225,0.9775,0.3122,0.0000,1.0000
introns,cds22088_intron1,0.9370,1.0000,0.1972,0.3133,1.0000
introns,cds2208_intron9,0.9976,1.0000,0.0050,0.9835,1.0000
introns,cds22092_intron3,0.7124,0.9498,0.3670,0.1184,1.0000
introns,cds22093_intron2,0.8964,1.0000,0.1941,0.3583,1.0000
introns,cds22105_intron1,0.7687,1.0000,0.3703,0.0075,1.0000
introns,cds22120_intron4,0.9918,1.0000,0.0215,0.9250,1.0000
introns,cds22123_intron1,0.8240,1.0000,0.2828,0.1634,1.0000
introns,cds22126_intron4,0.7611,0.9670,0.3695,0.0075,1.0000
introns,cds22128_intron1,0.9665,1.0000,0.0589,0.8126,1.0000
introns,cds22148_intron9,0.7108,0.8928,0.3346,0.0000,1.0000
introns,cds22150_intron13,0.8956,0.9858,0.2406,0.1124,1.0000
introns,cds22152_intron10,0.8040,0.9955,0.3220,0.0660,1.0000
introns,cds22153_intron1,0.6959,0.9325,0.4216,0.0000,1.0000
introns,cds22156_intron3,0.8042,0.9888,0.3011,0.0990,1.0000
introns,cds22157_intron10,0.9305,1.0000,0.1684,0.4168,1.0000
introns,cds22158_intron4,0.7450,0.8966,0.3162,0.1214,1.0000
introns,cds22175_intron1,0.7702,0.8711,0.2524,0.3253,1.0000
introns,cds22176_intron7,0.7721,0.9805,0.3750,0.0030,1.0000
introns,cds22177_intron2,0.8585,1.0000,0.2552,0.2519,1.0000
introns,cds2217_intron3,0.8234,1.0000,0.2423,0.4198,1.0000
introns,cds22182_intron2,0.8629,1.0000,0.2779,0.0360,1.0000
introns,cds22186_intron4,0.8920,1.0000,0.2581,0.0750,1.0000
introns,cds2218_intron4,0.7877,0.9970,0.3386,0.0495,1.0000
introns,cds22190_intron4,0.9294,1.0000,0.1792,0.3508,1.0000
introns,cds22193_intron3,0.6647,0.9160,0.4221,0.0000,1.0000
introns,cds22199_intron7,0.7807,1.0000,0.3530,0.0600,1.0000
introns,cds22201_intron3,0.8972,1.0000,0.2015,0.2984,1.0000
introns,cds22202_intron3,0.9398,1.0000,0.1663,0.4168,1.0000
introns,cds22205_intron7,0.7979,0.9310,0.2636,0.2938,1.0000
introns,cds22206_intron3,0.7856,1.0000,0.3581,0.0030,1.0000
introns,cds2220_intron2,0.8014,1.0000,0.3414,0.0810,1.0000
introns,cds22216_intron4,0.9564,1.0000,0.0970,0.6702,1.0000
introns,cds22225_intron6,0.9759,1.0000,0.0584,0.8006,1.0000
introns,cds2223_intron3,0.8098,0.9865,0.3235,0.0015,1.0000
introns,cds22249_intron6,0.9790,1.0000,0.0302,0.9115,1.0000
introns,cds22256_intron15,0.7330,1.0000,0.3548,0.1319,1.0000
introns,cds22261_intron4,0.6807,0.9535,0.3974,0.0000,1.0000
introns,cds22262_intron5,0.7975,0.9820,0.3140,0.0150,1.0000
introns,cds22263_intron5,0.8033,1.0000,0.3352,0.0765,1.0000
introns,cds22267_intron6,0.9357,1.0000,0.2034,0.2924,1.0000
introns,cds22273_intron10,0.9080,1.0000,0.2021,0.2938,1.0000
introns,cds22277_intron3,0.6087,0.7039,0.3982,0.0000,1.0000
introns,cds22281_intron5,0.8920,1.0000,0.2807,0.0015,1.0000
introns,cds2229_intron3,0.8747,1.0000,0.2822,0.0885,1.0000
introns,cds22302_intron1,0.9208,1.0000,0.1856,0.3343,1.0000
introns,cds22303_intron1,0.8705,1.0000,0.2832,0.1124,1.0000
introns,cds22326_intron1,0.9558,1.0000,0.0886,0.7631,1.0000
introns,cds22327_intron10,0.7645,1.0000,0.3394,0.0045,1.0000
introns,cds22333_intron1,0.8938,1.0000,0.2656,0.0825,1.0000
introns,cds22341_intron4,0.9515,1.0000,0.0902,0.6926,1.0000
introns,cds22355_intron2,0.8982,1.0000,0.2852,0.0000,1.0000
introns,cds22357_intron3,0.8056,1.0000,0.2956,0.2039,1.0000
introns,cds2235_intron1,0.9802,1.0000,0.0625,0.7826,1.0000
introns,cds22361_intron2,0.9196,1.0000,0.2534,0.1184,1.0000
introns,cds22371_intron1,0.6106,0.7556,0.4194,0.0000,1.0000
introns,cds22376_intron2,0.9244,1.0000,0.1756,0.3838,1.0000
introns,cds22377_intron6,0.9332,1.0000,0.1737,0.3748,1.0000
introns,cds22381_intron2,0.9091,1.0000,0.1967,0.3044,1.0000
introns,cds22382_intron4,0.6369,1.0000,0.4268,0.0000,1.0000
introns,cds22384_intron7,0.9046,1.0000,0.2444,0.1529,1.0000
introns,cds22391_intron3,0.7819,0.9992,0.3395,0.0765,1.0000
introns,cds22394_intron6,0.9026,1.0000,0.2492,0.1080,1.0000
introns,cds22403_intron2,0.9954,1.0000,0.0142,0.9505,1.0000
introns,cds22415_intron1,0.7323,0.8591,0.2994,0.1844,1.0000
introns,cds22418_intron4,0.7886,0.9962,0.3196,0.1574,1.0000
introns,cds22419_intron2,0.8975,1.0000,0.2836,0.0045,1.0000
introns,cds22420_intron3,0.8642,1.0000,0.2600,0.1979,1.0000
introns,cds22421_intron7,0.7146,1.0000,0.3911,0.0420,1.0000
introns,cds22433_intron4,0.9181,1.0000,0.1600,0.5157,1.0000
introns,cds22435_intron8,0.8262,0.9663,0.2720,0.1574,1.0000
introns,cds2243_intron3,0.8559,1.0000,0.2657,0.0974,1.0000
introns,cds22441_intron1,0.8414,1.0000,0.3144,0.1169,1.0000
introns,cds22442_intron6,0.9952,1.0000,0.0146,0.9490,1.0000
introns,cds22444_intron8,0.9373,1.0000,0.1368,0.5772,1.0000
introns,cds22448_intron2,0.8552,1.0000,0.3059,0.1064,1.0000
introns,cds22449_intron2,0.9748,1.0000,0.0569,0.7931,1.0000
introns,cds22451_intron5,0.7616,1.0000,0.3878,0.0345,1.0000
introns,cds22453_intron5,0.8122,0.9888,0.2986,0.0450,1.0000
introns,cds22454_intron3,0.8480,1.0000,0.3113,0.0930,1.0000
introns,cds22465_intron1,0.9090,1.0000,0.2038,0.3463,1.0000
introns,cds22468_intron2,0.6998,0.9483,0.3971,0.0000,1.0000
introns,cds22477_intron1,0.8584,1.0000,0.2163,0.3928,1.0000
introns,cds22483_intron3,0.7761,0.9385,0.2823,0.1634,1.0000
introns,cds22495_intron6,0.8000,1.0000,0.3255,0.0000,1.0000
introns,cds2249_intron2,0.9006,1.0000,0.1717,0.5068,1.0000
introns,cds22500_intron3,0.6815,1.0000,0.4222,0.0000,1.0000
introns,cds22504_intron7,0.8207,1.0000,0.3004,0.0270,1.0000
introns,cds22507_intron3,0.7381,0.9790,0.3865,0.0000,1.0000
introns,cds22523_intron2,0.8634,1.0000,0.2850,0.0090,1.0000
introns,cds22533_intron2,0.7774,1.0000,0.3355,0.0015,1.0000
introns,cds22536_intron3,0.8997,0.9985,0.1694,0.4873,1.0000
introns,cds22542_intron2,0.8878,1.0000,0.2414,0.1619,1.0000
introns,cds22544_intron5,0.6956,0.9535,0.3694,0.0015,1.0000
introns,cds22549_intron8,0.7883,1.0000,0.3206,0.1769,1.0000
introns,cds2254_intron3,0.8417,1.0000,0.3300,0.0015,1.0000
introns,cds22554_intron4,0.6264,0.9970,0.4456,0.0000,1.0000
introns,cds22568_intron3,0.9208,1.0000,0.2164,0.2429,1.0000
introns,cds22594_intron10,0.9896,1.0000,0.0189,0.9400,1.0000
introns,cds22596_intron4,0.7935,1.0000,0.3582,0.0000,1.0000
introns,cds22597_intron1,0.7958,1.0000,0.3579,0.0015,1.0000
introns,cds22603_intron15,0.8546,1.0000,0.2928,0.1034,1.0000
introns,cds22613_intron1,0.9516,1.0000,0.1305,0.5307,1.0000
introns,cds22614_intron2,0.9000,1.0000,0.2375,0.1649,1.0000
introns,cds22619_intron15,0.8354,1.0000,0.3238,0.1349,1.0000
introns,cds22628_intron1,0.9513,1.0000,0.1317,0.5262,1.0000
introns,cds22629_intron2,0.8996,1.0000,0.2371,0.1664,1.0000
introns,cds22635_intron1,0.7826,1.0000,0.3379,0.0510,1.0000
introns,cds22642_intron3,0.8375,1.0000,0.2223,0.3643,1.0000
introns,cds22647_intron9,0.9389,1.0000,0.1351,0.5292,1.0000
introns,cds2265_intron7,0.9710,0.9970,0.0440,0.8546,1.0000
introns,cds22669_intron2,0.9411,1.0000,0.1616,0.4333,1.0000
introns,cds2266_intron6,0.8366,1.0000,0.2999,0.0000,1.0000
introns,cds22672_intron3,0.7255,0.9093,0.2992,0.2714,1.0000
introns,cds22678_intron3,0.7826,0.9985,0.3385,0.0900,1.0000
introns,cds22680_intron5,0.8274,1.0000,0.3356,0.0210,1.0000
introns,cds2268_intron3,0.7294,1.0000,0.3949,0.0270,1.0000
introns,cds22692_intron12,0.9872,1.0000,0.0336,0.8831,1.0000
introns,cds226_intron1,0.9367,1.0000,0.1435,0.5637,1.0000
introns,cds22720_intron6,0.9924,1.0000,0.0232,0.9190,1.0000
introns,cds22735_intron5,0.8773,1.0000,0.2582,0.1034,1.0000
introns,cds22742_intron3,0.8768,0.9865,0.1951,0.3583,1.0000
introns,cds22748_intron2,1.0000,1.0000,0.0000,1.0000,1.0000
introns,cds22753_intron3,0.6565,0.6342,0.3279,0.1124,1.0000
introns,cds22768_intron7,0.9353,1.0000,0.2044,0.2579,1.0000
introns,cds22780_intron4,0.7062,0.7631,0.3104,0.0000,1.0000
introns,cds22794_intron4,0.7475,0.9948,0.3846,0.0000,1.0000
introns,cds22797_intron3,0.8227,0.9910,0.3240,0.0015,1.0000
introns,cds227_intron3,0.8822,1.0000,0.2726,0.0974,1.0000
introns,cds22803_intron2,0.7731,0.9955,0.3674,0.0315,1.0000
introns,cds22814_intron2,0.6424,1.0000,0.4288,0.0000,1.0000
introns,cds22834_intron11,0.9254,1.0000,0.1842,0.3673,1.0000
introns,cds22837_intron12,0.7425,0.9992,0.3702,0.0000,1.0000
introns,cds22844_intron1,0.8912,1.0000,0.2461,0.1574,1.0000
introns,cds22846_intron5,0.6936,0.9370,0.3578,0.0000,1.0000
introns,cds22853_intron2,0.8994,1.0000,0.1342,0.6432,1.0000
introns,cds22854_intron4,0.7472,1.0000,0.3552,0.0000,1.0000
introns,cds22857_intron2,0.7405,1.0000,0.3878,0.0615,1.0000
introns,cds2286_intron8,0.8903,1.0000,0.2543,0.1214,1.0000
introns,cds22876_intron2,0.7846,0.9723,0.2905,0.1020,1.0000
introns,cds22881_intron6,0.7806,1.0000,0.3417,0.0045,1.0000
introns,cds22888_intron1,0.8941,1.0000,0.2260,0.2924,1.0000
introns,cds22889_intron5,0.7364,1.0000,0.3626,0.0195,1.0000
introns,cds22900_intron6,0.6809,0.9318,0.3784,0.0120,1.0000
introns,cds22901_intron2,0.7049,0.9858,0.4144,0.0210,1.0000
introns,cds22906_intron1,0.9280,1.0000,0.1664,0.4438,1.0000
introns,cds22917_intron4,0.7195,1.0000,0.3443,0.1139,1.0000
introns,cds22929_intron4,0.7689,1.0000,0.3073,0.0974,1.0000
introns,cds22936_intron5,0.8097,1.0000,0.3581,0.0045,1.0000
introns,cds22938_intron3,0.7617,1.0000,0.3633,0.0150,1.0000
introns,cds22945_intron3,0.8642,1.0000,0.2886,0.0000,1.0000
introns,cds22949_intron1,0.6764,0.9955,0.3823,0.0045,1.0000
introns,cds22968_intron10,0.7811,0.9423,0.3066,0.1064,1.0000
introns,cds22977_intron7,0.8873,1.0000,0.2349,0.2249,1.0000
introns,cds229_intron1,0.9620,1.0000,0.1165,0.5937,1.0000
introns,cds23009_intron4,0.8271,0.9992,0.3008,0.1454,1.0000
introns,cds23012_intron2,0.9316,1.0000,0.1924,0.3268,1.0000
introns,cds23013_intron2,0.9471,1.0000,0.1580,0.4483,1.0000
introns,cds23015_intron6,0.8593,1.0000,0.2918,0.2054,1.0000
introns,cds23017_intron2,0.9234,1.0000,0.2124,0.2579,1.0000
introns,cds2301_intron7,0.9411,1.0000,0.1065,0.7076,1.0000
introns,cds23020_intron6,0.8704,1.0000,0.2482,0.3433,1.0000
introns,cds23022_intron6,0.6999,0.9902,0.3618,0.1559,1.0000
introns,cds23023_intron4,0.6395,0.9940,0.4221,0.0000,1.0000
introns,cds23029_intron1,0.9171,1.0000,0.1746,0.5247,1.0000
introns,cds23031_intron9,0.7890,0.9693,0.3041,0.0255,1.0000
introns,cds23037_intron10,0.8959,1.0000,0.1988,0.3718,1.0000
introns,cds23038_intron7,0.7454,0.9985,0.3367,0.2564,1.0000
introns,cds23040_intron3,0.9411,1.0000,0.1126,0.6657,1.0000
introns,cds23044_intron6,0.7356,0.9970,0.3755,0.0285,1.0000
introns,cds23057_intron7,0.8654,1.0000,0.2685,0.0885,1.0000
introns,cds23058_intron9,0.7885,0.9970,0.3180,0.1454,1.0000
introns,cds23066_intron2,0.8040,1.0000,0.3278,0.1364,1.0000
introns,cds23072_intron2,0.8195,1.0000,0.2926,0.1874,1.0000
introns,cds23076_intron1,0.9666,1.0000,0.0968,0.6612,1.0000
introns,cds23087_intron3,0.8181,1.0000,0.3112,0.0315,1.0000
introns,cds23095_intron11,0.9582,1.0000,0.0888,0.7676,1.0000
introns,cds23102_intron11,0.8024,0.9970,0.3024,0.2054,1.0000
introns,cds23103_intron3,0.7419,0.9932,0.3789,0.0000,1.0000
introns,cds23105_intron3,0.7707,0.9625,0.3256,0.1469,1.0000
introns,cds2310_intron2,0.9019,1.0000,0.1865,0.3658,1.0000
introns,cds23123_intron2,0.8428,1.0000,0.2827,0.1754,1.0000
introns,cds23125_intron2,0.5828,0.7046,0.4262,0.0000,1.0000
introns,cds2312_intron3,0.8910,1.0000,0.2712,0.0480,1.0000
introns,cds23133_intron5,0.8527,1.0000,0.2716,0.1259,1.0000
introns,cds23134_intron1,0.8899,1.0000,0.2517,0.1229,1.0000
introns,cds23135_intron2,0.6905,0.9160,0.3847,0.0000,1.0000
introns,cds23138_intron2,0.7578,1.0000,0.3655,0.0630,1.0000
introns,cds2313_intron1,0.9999,1.0000,0.0004,0.9985,1.0000
introns,cds2315_intron3,0.8141,1.0000,0.3121,0.1214,1.0000
introns,cds23162_intron2,0.9167,1.0000,0.2239,0.2129,1.0000
introns,cds23164_intron8,0.8054,1.0000,0.3224,0.0945,1.0000
introns,cds23167_intron3,0.6204,0.9715,0.4465,0.0000,1.0000
introns,cds2316_intron2,0.8490,1.0000,0.2682,0.1244,1.0000
introns,cds23177_intron2,0.7330,0.8418,0.3012,0.0000,1.0000
introns,cds23185_intron2,0.7260,0.9985,0.3665,0.0000,1.0000
introns,cds23186_intron6,0.8071,0.9902,0.2982,0.0945,1.0000
introns,cds23189_intron8,0.7664,0.9902,0.3573,0.0060,1.0000
introns,cds2318_intron16,0.8693,1.0000,0.2547,0.1334,1.0000
introns,cds23190_intron1,0.9828,1.0000,0.0361,0.9040,1.0000
introns,cds23196_intron2,0.6013,0.6537,0.3715,0.0000,1.0000
introns,cds231_intron3,0.9432,1.0000,0.1783,0.3793,1.0000
introns,cds23203_intron1,0.7275,1.0000,0.3923,0.0000,1.0000
introns,cds23204_intron3,0.9489,1.0000,0.1056,0.6807,1.0000
introns,cds23205_intron2,0.7844,1.0000,0.3717,0.0000,1.0000
introns,cds23209_intron3,0.7405,0.9820,0.3547,0.0750,1.0000
introns,cds23212_intron2,0.6929,0.9888,0.4057,0.0000,1.0000
introns,cds23213_intron2,0.7294,0.9798,0.3614,0.0480,1.0000
introns,cds2321_intron1,0.8713,0.9985,0.2349,0.3703,1.0000
introns,cds23225_intron2,0.8593,1.0000,0.2270,0.3553,1.0000
introns,cds23227_intron2,0.8996,1.0000,0.1739,0.4228,1.0000
introns,cds23230_intron2,0.8994,1.0000,0.2050,0.3014,1.0000
introns,cds23237_intron1,0.9224,1.0000,0.1807,0.3943,1.0000
introns,cds23244_intron3,0.6358,0.9048,0.4127,0.0000,1.0000
introns,cds23251_intron9,0.7987,0.9633,0.2856,0.1544,1.0000
introns,cds23255_intron3,0.8783,1.0000,0.2044,0.4138,1.0000
introns,cds23257_intron2,0.6929,1.0000,0.4109,0.0000,1.0000
introns,cds23258_intron4,0.8078,0.9325,0.2527,0.2189,1.0000
introns,cds23259_intron5,0.7116,0.9970,0.4066,0.0000,1.0000
introns,cds23269_intron15,0.9372,1.0000,0.1982,0.3103,1.0000
introns,cds23281_intron10,0.7457,0.9550,0.3256,0.1020,1.0000
introns,cds23290_intron3,0.8657,1.0000,0.2460,0.1334,1.0000
introns,cds23293_intron2,0.7757,1.0000,0.3404,0.0000,1.0000
introns,cds23307_intron32,0.7069,0.9678,0.3829,0.0000,1.0000
introns,cds2331_intron1,0.7589,1.0000,0.3330,0.1004,1.0000
introns,cds23328_intron14,0.8668,1.0000,0.2501,0.1994,1.0000
introns,cds23332_intron8,0.7119,0.9385,0.3522,0.1199,1.0000
introns,cds23378_intron3,0.7446,0.9985,0.3397,0.1319,1.0000
introns,cds23399_intron5,0.8272,1.0000,0.2783,0.1529,1.0000
introns,cds23404_intron6,0.8206,1.0000,0.2934,0.1679,1.0000
introns,cds23406_intron11,0.8286,1.0000,0.2446,0.3193,1.0000
introns,cds23409_intron1,0.7044,0.9970,0.3718,0.0015,1.0000
introns,cds2340_intron1,0.7100,0.9280,0.3813,0.0000,1.0000
introns,cds23410_intron2,0.9208,1.0000,0.2232,0.2189,1.0000
introns,cds23427_intron3,0.8881,1.0000,0.2288,0.2924,1.0000
introns,cds23440_intron3,0.9580,1.0000,0.0896,0.7451,1.0000
introns,cds23441_intron1,0.7754,1.0000,0.3112,0.2294,1.0000
introns,cds23443_intron1,0.9369,1.0000,0.1607,0.4348,1.0000
introns,cds23461_intron3,0.7642,0.9670,0.3755,0.0000,1.0000
introns,cds23469_intron2,0.8196,1.0000,0.3188,0.1664,1.0000
introns,cds23470_intron10,0.7326,0.9992,0.3638,0.0285,1.0000
introns,cds23472_intron1,0.8527,1.0000,0.3121,0.1469,1.0000
introns,cds23480_intron1,0.6849,0.8823,0.3934,0.0000,1.0000
introns,cds23481_intron1,0.8265,1.0000,0.2586,0.2579,1.0000
introns,cds23498_intron2,0.8593,1.0000,0.2913,0.0000,1.0000
introns,cds234_intron1,0.9632,1.0000,0.1136,0.6042,1.0000
introns,cds23500_intron2,0.8126,0.9970,0.3051,0.0015,1.0000
introns,cds2350_intron3,0.9393,1.0000,0.1724,0.3748,1.0000
introns,cds23515_intron23,0.8811,1.0000,0.2443,0.1469,1.0000
introns,cds23519_intron4,0.7505,0.8876,0.2907,0.1979,1.0000
introns,cds2351_intron3,0.8858,1.0000,0.2808,0.0210,1.0000
introns,cds23520_intron3,0.7045,0.9873,0.3834,0.0000,1.0000
introns,cds23526_intron3,0.8318,1.0000,0.3277,0.0090,1.0000
introns,cds2352_intron2,0.8550,1.0000,0.2334,0.3223,1.0000
introns,cds23538_intron4,0.8024,1.0000,0.2847,0.1694,1.0000
introns,cds2353_intron3,0.9806,1.0000,0.0402,0.8666,1.0000
introns,cds23547_intron4,0.9328,1.0000,0.1949,0.3178,1.0000
introns,cds23549_intron13,0.9873,1.0000,0.0401,0.8606,1.0000
introns,cds23565_intron2,0.9546,1.0000,0.1388,0.5157,1.0000
introns,cds23567_intron4,0.7968,1.0000,0.3251,0.0435,1.0000
introns,cds23568_intron4,0.9046,1.0000,0.2489,0.1334,1.0000
introns,cds23578_intron4,0.9203,1.0000,0.1994,0.2714,1.0000
introns,cds23584_intron5,0.6528,0.9970,0.4394,0.0000,1.0000
introns,cds235_intron24,0.8768,1.0000,0.2246,0.3358,1.0000
introns,cds2361_intron7,0.9492,1.0000,0.1047,0.7091,1.0000
introns,cds23626_intron1,0.7917,1.0000,0.3618,0.0000,1.0000
introns,cds23632_intron31,0.8960,1.0000,0.1933,0.3748,1.0000
introns,cds23637_intron5,0.8683,1.0000,0.2302,0.3913,1.0000
introns,cds23638_intron2,0.9832,1.0000,0.0431,0.8501,1.0000
introns,cds23650_intron1,0.7792,1.0000,0.3547,0.0180,1.0000
introns,cds23655_intron2,0.7176,0.9880,0.4012,0.0000,1.0000
introns,cds23656_intron2,0.7025,1.0000,0.3958,0.0959,1.0000
introns,cds23657_intron2,0.8494,1.0000,0.2358,0.3148,1.0000
introns,cds23667_intron5,0.8364,1.0000,0.2408,0.2819,1.0000
introns,cds23672_intron2,0.8271,0.9400,0.2682,0.0360,1.0000
introns,cds23676_intron4,0.8271,1.0000,0.2892,0.0870,1.0000
introns,cds2367_intron12,0.8092,1.0000,0.3371,0.0000,1.0000
introns,cds23687_intron1,0.7390,0.9985,0.3504,0.0959,1.0000
introns,cds23691_intron5,0.9268,1.0000,0.1337,0.6207,1.0000
introns,cds23696_intron3,0.6597,0.9633,0.4336,0.0000,1.0000
introns,cds2369_intron4,0.8983,1.0000,0.2462,0.0990,1.0000
introns,cds23701_intron6,0.8716,0.9962,0.2353,0.3014,1.0000
introns,cds2370_intron2,0.5536,0.6342,0.3903,0.0000,1.0000
introns,cds23712_intron3,0.9017,1.0000,0.1882,0.3733,1.0000
introns,cds23719_intron1,0.8847,1.0000,0.2693,0.0750,1.0000
introns,cds23725_intron8,0.8607,0.9902,0.2389,0.3373,1.0000
introns,cds23726_intron1,0.8191,1.0000,0.2821,0.1844,1.0000
introns,cds23727_intron3,0.9441,1.0000,0.1094,0.6792,1.0000
introns,cds23731_intron4,0.8681,1.0000,0.2787,0.1169,1.0000
introns,cds23734_intron2,0.8713,1.0000,0.2527,0.1559,1.0000
introns,cds23743_intron3,0.8452,0.9992,0.2784,0.0270,1.0000
introns,cds23745_intron3,0.8987,1.0000,0.2386,0.1379,1.0000
introns,cds23751_intron6,0.5960,0.6222,0.3958,0.0000,1.0000
introns,cds23755_intron6,0.8312,1.0000,0.2684,0.2534,1.0000
introns,cds23758_intron14,0.8076,1.0000,0.3185,0.1020,1.0000
introns,cds23777_intron1,0.8020,1.0000,0.3205,0.0000,1.0000
introns,cds23778_intron3,0.6486,1.0000,0.4250,0.0000,1.0000
introns,cds23780_intron1,0.9223,1.0000,0.1694,0.5082,1.0000
introns,cds23782_intron12,0.9212,1.0000,0.2224,0.1949,1.0000
introns,cds23789_intron2,0.8044,0.9902,0.3275,0.1094,1.0000
introns,cds23792_intron11,0.9317,1.0000,0.1377,0.5247,1.0000
introns,cds23794_intron11,0.8517,1.0000,0.2955,0.0525,1.0000
introns,cds23795_intron11,0.8430,1.0000,0.2606,0.2144,1.0000
introns,cds23816_intron4,0.8979,1.0000,0.2163,0.4273,1.0000
introns,cds23836_intron1,0.8806,0.9985,0.2195,0.2369,1.0000
introns,cds23837_intron6,0.8313,1.0000,0.2847,0.1559,1.0000
introns,cds23838_intron3,0.9984,1.0000,0.0037,0.9880,1.0000
introns,cds23857_intron1,0.8806,0.9985,0.2195,0.2369,1.0000
introns,cds23861_intron6,0.8310,1.0000,0.2855,0.1544,1.0000
introns,cds23863_intron6,0.9280,1.0000,0.1711,0.4153,1.0000
introns,cds23872_intron5,0.8481,0.9798,0.2761,0.0000,1.0000
introns,cds23875_intron8,0.8903,1.0000,0.2405,0.2339,1.0000
introns,cds23887_intron5,0.8487,0.9798,0.2758,0.0000,1.0000
introns,cds23892_intron7,0.8895,1.0000,0.2399,0.2339,1.0000
introns,cds23901_intron1,0.8809,1.0000,0.2325,0.2444,1.0000
introns,cds23913_intron3,0.6942,0.9932,0.3847,0.0000,1.0000
introns,cds23914_intron2,0.7995,1.0000,0.3291,0.1619,1.0000
introns,cds23940_intron2,0.8376,1.0000,0.2354,0.2624,1.0000
introns,cds23941_intron10,0.7241,1.0000,0.3952,0.0405,1.0000
introns,cds23951_intron6,0.7655,0.9948,0.3350,0.0015,1.0000
introns,cds23956_intron7,0.7500,1.0000,0.3213,0.1769,1.0000
introns,cds23978_intron5,0.9416,1.0000,0.1302,0.6252,1.0000
introns,cds2397_intron1,0.9298,1.0000,0.1479,0.5127,1.0000
introns,cds23980_intron13,0.9528,1.0000,0.0753,0.7451,1.0000
introns,cds23982_intron6,0.8392,1.0000,0.3308,0.0060,1.0000
introns,cds23983_intron7,0.8832,1.0000,0.2327,0.2264,1.0000
introns,cds23989_intron3,0.7704,1.0000,0.3692,0.0000,1.0000
introns,cds23994_intron14,0.8701,1.0000,0.2949,0.0015,1.0000
introns,cds2399_intron9,0.9564,1.0000,0.0920,0.7151,1.0000
introns,cds24010_intron1,0.8246,0.9985,0.2842,0.2264,1.0000
introns,cds24012_intron3,0.6749,0.9775,0.4122,0.0000,1.0000
introns,cds24014_intron1,0.8183,1.0000,0.2924,0.0959,1.0000
introns,cds24020_intron1,0.7985,1.0000,0.3494,0.0765,1.0000
introns,cds24027_intron8,0.7216,0.9633,0.3722,0.0000,1.0000
introns,cds24028_intron3,0.8279,1.0000,0.3088,0.0225,1.0000
introns,cds24035_intron2,0.7268,0.9318,0.3440,0.1484,1.0000
introns,cds24036_intron2,0.8591,1.0000,0.2556,0.1544,1.0000
introns,cds24037_intron3,0.8983,0.9970,0.1457,0.6447,1.0000
introns,cds24040_intron1,0.7356,0.9925,0.3332,0.0000,1.0000
introns,cds24042_intron1,0.9980,1.0000,0.0056,0.9805,1.0000
introns,cds24047_intron4,0.7777,1.0000,0.3593,0.0765,1.0000
